Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	-31.565222	4.7818623	-22.343512	-40.420574	-19.605635	7.031704	-8.959993	-26.87516	60.0	60.0	3999	-1.9090441	1.1798427	1.2935011	-7.00256	1.6121291	0.019308424	10.457081317901611
2	-33.265705	5.4557166	-21.203558	-45.634155	-15.449178	3.675781	-11.557104	-21.69423	60.0	60.0	7999	-2.6640122	1.742438	4.120628	-8.313714	2.1849194	0.029499874	25.9936203956604
3	-24.00657	9.737235	-8.118341	-43.934086	-14.0785675	3.7009165	-8.494478	-20.001616	60.0	60.0	11999	-1.8993483	1.8147478	6.4520855	-8.129673	1.4055269	0.035146173	41.82373404502869
4	-13.666494	2.4600642	-7.4078326	-18.584455	-11.041649	2.3231387	-5.1183987	-12.825197	60.0	60.0	15999	-1.0588785	1.8586249	6.2783217	-7.709859	0.6588256	0.035336014	59.390767097473145
5	-12.4413395	3.196825	-6.5593004	-26.634066	-9.724916	5.687335	-4.8975034	-25.089493	60.0	60.0	19999	-1.1661708	1.7227086	5.560005	-8.29519	0.83629805	0.027497843	76.3581759929657
6	-12.814066	4.626189	-5.651065	-24.112892	-8.736872	2.3981867	-4.90775	-12.314489	60.0	60.0	23999	-1.332619	1.5893363	5.314659	-8.30878	1.0470991	0.023985423	93.2847216129303
7	-10.897796	3.402574	-6.6221566	-24.21877	-6.9620066	2.4477038	-4.402766	-11.065671	60.0	60.0	27999	-1.5526282	1.6174048	3.0021915	-8.132112	1.2989718	0.025086349	110.72749638557434
8	-11.676603	4.2205453	-6.8797617	-25.019043	-8.947798	1.4846001	-6.2956314	-11.387916	60.0	60.0	31999	-1.6377848	1.585868	2.2431934	-8.621766	1.4036052	0.024795735	127.70607376098633
9	-10.845479	4.055209	-5.723381	-28.016312	-16.047363	12.343565	-3.1293156	-35.517235	60.0	60.0	35999	-1.6398709	1.565115	2.7483492	-8.528507	1.4163411	0.024803385	144.63216280937195
10	-13.851035	4.732475	-6.0244637	-33.9826	-8.580256	3.750574	-4.9366417	-14.317415	60.0	60.0	39999	-1.6800606	1.4343082	1.690969	-8.540365	1.4722451	0.026360024	162.35530996322632
11	-10.017724	2.8597229	-6.2068253	-17.17239	-11.710202	1.8883488	-9.52955	-15.627738	60.0	60.0	43999	-1.7892139	1.4472636	1.2237189	-8.540815	1.5980749	0.025728177	179.55962872505188
12	-12.2925825	4.0147715	-5.94396	-25.173609	-9.809754	2.868479	-4.8265533	-14.380954	60.0	60.0	47999	-1.7920837	1.4571862	1.4317703	-9.06316	1.6075095	0.025062816	197.0256838798523
13	-12.014817	7.1031713	-5.105264	-43.775635	-13.642046	8.653407	-6.6085343	-28.66595	60.0	60.0	51999	-1.7795475	1.4078534	1.1864843	-9.186159	1.597344	0.026298767	214.09930539131165
14	-10.836104	4.5651646	-6.320117	-37.41776	-8.090479	1.7828664	-6.149495	-10.937719	60.0	60.0	55999	-1.7645917	1.44857	1.4780002	-9.734505	1.5859939	0.029257586	231.21740794181824
15	-9.152129	2.1998057	-4.7654243	-14.004894	-6.892071	1.6837941	-3.4009168	-9.146752	60.0	60.0	59999	-1.7702155	1.4596546	1.5619395	-10.209179	1.6037351	0.026595056	248.90190482139587
16	-10.114333	2.606874	-5.4096985	-23.41926	-7.688722	1.1200883	-5.3472176	-8.539647	60.0	60.0	63999	-1.6871378	1.462641	2.5743973	-9.391344	1.5142728	0.028865172	266.12336444854736
17	-10.458585	4.0834317	-4.991056	-19.69259	-6.542669	2.7100067	-3.8465996	-12.221436	60.0	60.0	67999	-1.4812864	1.448985	3.4055116	-8.770051	1.3101478	0.029790381	283.381484746933
18	-10.327003	3.7470932	-5.673853	-21.851574	-7.385595	2.4205625	-3.3208654	-10.840594	60.0	60.0	71999	-1.4841235	1.4210608	3.4490125	-8.679758	1.3239535	0.029059457	300.7000916004181
19	-11.828014	7.1407228	-4.851538	-32.664738	-7.3050094	2.7984655	-4.1492796	-12.039432	60.0	60.0	75999	-1.5143323	1.3798884	2.1134949	-8.566988	1.3618262	0.026238877	316.9245653152466
20	-9.68711	3.3852892	-5.071238	-15.420445	-9.087819	5.399897	-3.2144363	-14.683968	60.0	60.0	79999	-1.5733725	1.3746542	2.6532338	-8.819969	1.4238892	0.026300449	334.76401925086975
21	-11.038251	5.8527	-4.613047	-33.65784	-7.3777556	1.9125962	-4.0969057	-9.774601	60.0	60.0	83999	-1.5509009	1.356153	1.4422848	-8.989928	1.4027817	0.026444763	351.9369287490845
22	-8.529995	1.9663113	-4.688981	-12.538053	-7.147744	1.6438398	-3.8717165	-8.858681	60.0	60.0	87999	-1.4925536	1.4326369	1.9074488	-10.265348	1.3387798	0.027103106	369.416873216629
23	-11.379949	7.5825005	-5.1235676	-39.114346	-7.545555	3.467661	-3.9699144	-16.57215	60.0	60.0	91999	-1.432686	1.3786572	2.959478	-8.959307	1.2826743	0.026138302	386.58783531188965
24	-8.879999	3.3165019	-4.760964	-20.57061	-7.2558274	2.028126	-3.847044	-9.06756	60.0	60.0	95999	-1.4206549	1.3605114	3.6229599	-9.463322	1.2785151	0.024307964	403.777312040329
25	-8.852949	2.2107842	-4.91686	-14.332825	-6.031753	1.8607997	-3.0088692	-8.281489	60.0	60.0	99999	-1.4322234	1.3797004	3.891082	-9.154181	1.2893043	0.0246438	421.337769985199
26	-9.293814	2.7239237	-5.0133815	-15.618408	-5.1540356	2.5139174	-2.818905	-9.499698	60.0	60.0	103999	-1.3006572	1.3970926	4.197105	-10.224599	1.1555003	0.026108455	438.4054946899414
27	-10.496177	6.141374	-5.290906	-34.74696	-8.377066	3.0876107	-3.663569	-12.966233	60.0	60.0	107999	-1.2158726	1.4358972	12.318184	-10.002792	1.0647165	0.030008823	455.4419927597046
28	-12.989192	5.4578347	-6.0680656	-26.247581	-8.126831	2.0436637	-4.53371	-11.261015	60.0	60.0	111999	-0.8885158	1.4823488	4.3339148	-8.7118225	0.7203236	0.03116276	473.06998777389526
29	-10.283663	2.4956686	-5.5246124	-16.38005	-6.6273737	1.5115616	-4.238573	-8.924849	60.0	60.0	115999	-1.053376	1.4244825	2.5802941	-8.740063	0.9128903	0.026260987	490.1158459186554
30	-9.846281	3.079056	-5.62057	-20.424417	-8.225927	3.916221	-4.15385	-15.133162	60.0	60.0	119999	-1.2241014	1.4077389	2.7772233	-8.727398	1.0922185	0.025924152	507.8557541370392
31	-9.185999	2.857627	-5.724367	-16.917805	-7.462507	3.3858342	-3.8650117	-13.360881	60.0	60.0	123999	-1.3083781	1.3640547	2.6689167	-9.502434	1.1743864	0.024914326	524.9192471504211
32	-8.467548	2.3227558	-4.6690855	-14.503543	-5.151561	1.7327336	-3.020381	-7.905578	60.0	60.0	127999	-1.2393887	1.3734365	2.4796412	-9.578007	1.1062126	0.024283247	541.987065076828
