Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ1	LossQ2	Time
1	-123.37171	132.71307	-1.0386034	-517.83295	-239.75497	190.37517	-15.450254	-481.2701	172.69565	644.3	3999	3.8499997	4.6781497	31.331184	-22.872953	3.8493974	4.680306	31.214231	-22.308931	-3.3207417	2.3187928	24.712603	-13.945937	-5.249741	0.42069283	0.41880697	9.953172445297241
2	-104.12309	93.4287	-2.8672583	-502.44376	-53.547432	88.29493	47.556885	-266.7009	122.59375	728.2	7999	18.177248	8.007485	54.671833	-25.64607	18.176853	8.009136	52.772842	-24.927715	-1.1670806	2.9814994	21.760715	-18.476429	-20.153921	1.3720369	1.3620635	29.27204918861389
3	-170.94482	218.41751	-20.758125	-803.7648	-69.72213	196.8504	297.01517	-383.30585	189.57143	713.4	11999	37.54799	9.742935	79.82552	-16.879093	37.54702	9.750826	81.16834	-17.384068	0.12881334	3.3863437	24.980072	-15.729669	-39.81564	2.7661555	2.7135592	59.92972993850708
4	-215.49066	215.77559	-9.112208	-687.77325	96.69725	258.7673	666.6137	-320.51407	348.81818	517.0	15999	43.75351	9.461652	84.20573	-14.707448	43.75313	9.467012	82.92991	-17.276085	-1.1680439	2.8513238	22.665224	-14.104427	-45.028545	2.8701572	2.854752	98.83930802345276
5	-264.06183	187.77644	-80.50791	-589.1328	374.79715	228.24237	693.18854	-36.4319	514.4286	815.7	19999	39.11701	9.932057	81.65174	-20.392384	39.11732	9.932424	81.92887	-18.846512	-1.548694	2.607188	22.232378	-17.931253	-40.06573	2.7514179	2.721049	144.43748903274536
6	-103.735085	121.53736	17.630041	-476.3119	340.76596	155.78061	529.9731	36.785027	217.19048	829.4	23999	32.778145	9.75019	76.847115	-33.362118	32.77904	9.754524	74.635605	-29.80822	-1.7778113	2.5166686	21.088655	-15.550529	-33.52601	2.9500113	2.887743	190.78810214996338
7	-70.630165	65.92084	25.390415	-217.97635	463.01855	217.37984	763.28723	2.6722345	179.72223	903.6	27999	26.08998	8.68188	66.86342	-41.555584	26.090733	8.684242	67.83597	-44.34481	-1.9301214	2.381747	24.998505	-14.753555	-26.724016	2.9342775	2.8999898	239.15954542160034
8	-164.1214	123.743385	0.6357324	-357.47205	466.9621	217.68777	788.3987	63.983543	705.3333	1000.0	31999	20.689445	7.62665	56.017006	-46.676876	20.68964	7.6277947	55.933895	-48.127148	-2.0324168	2.3015387	20.895006	-15.255291	-21.299747	2.4189053	2.3902557	286.94417905807495
9	-158.81287	151.02641	11.729653	-364.48187	363.11755	190.47379	678.19824	23.28735	483.875	907.7	35999	17.260635	6.993681	47.18971	-44.393024	17.260654	6.9945292	47.692165	-47.953648	-2.1399949	2.2512465	17.443615	-16.317316	-17.831945	2.2036705	2.1903234	333.9386510848999
10	-99.101845	85.56006	-3.9797194	-294.79163	426.51465	184.65675	744.8673	49.935333	355.3846	860.4	39999	14.58732	6.8450313	43.165108	-49.78313	14.586525	6.8485246	43.60527	-50.61846	-2.251015	2.2364192	21.15665	-13.815952	-15.129388	2.2229922	2.2101762	379.4139606952667
11	-24.777212	45.820705	17.412455	-149.25119	497.14752	173.14992	748.1323	290.88425	379.6	1000.0	43999	12.669645	6.9994116	41.862972	-52.09998	12.669582	7.004989	42.09619	-55.112225	-2.314211	2.214664	19.272928	-16.461254	-13.1924925	2.1840856	2.151584	424.78197050094604
12	-67.21771	47.612514	-15.207239	-141.72742	517.29865	164.02031	729.7502	169.69469	614.0	1000.0	47999	11.790668	7.1627183	41.699005	-53.98388	11.791195	7.1658673	41.02156	-60.185997	-2.351877	2.1753738	20.912428	-15.760262	-12.310862	2.0477386	2.0239239	470.9742953777313
13	-11.897375	49.077892	49.184334	-85.14361	325.14246	267.77975	645.0105	-164.9482	879.75	901.8	51999	11.74046	7.4835334	42.802925	-57.217117	11.742045	7.4851584	41.59661	-60.573452	-2.3589637	2.1520474	17.617676	-14.825296	-12.26096	1.97377	1.946163	514.6000311374664
14	-59.403988	134.36505	92.14722	-341.54874	533.06995	162.32967	683.3136	206.68587	732.3333	1000.0	55999	12.073615	7.8482285	42.682835	-57.65796	12.074011	7.849322	41.456932	-63.784176	-2.36659	2.124099	20.177073	-14.388178	-12.586571	1.9377683	1.9293038	560.6682734489441
15	-12.8127775	61.8115	97.75933	-124.06237	609.21484	91.40113	818.43256	502.10205	377.0909	1000.0	59999	12.694818	8.199872	42.287205	-55.405544	12.695096	8.20043	42.250782	-56.598	-2.4005277	2.1080003	16.25944	-15.663658	-13.195336	1.8851138	1.8729397	606.6192660331726
16	6.174268	40.750237	55.481518	-53.982727	672.3466	84.55315	870.1411	545.0399	1000.0	1000.0	63999	13.254333	8.792255	40.365055	-62.54663	13.255889	8.789788	43.496952	-70.68555	-2.4353862	2.0703874	17.769184	-14.854991	-13.73659	1.8214446	1.8214114	653.3036909103394
17	14.189655	29.253752	73.382195	-35.009617	544.90735	233.50128	781.9812	-2.355249	416.75	903.9	67999	14.14395	9.387312	42.097492	-56.99912	14.144671	9.385934	41.291805	-58.700703	-2.4708662	2.0446	18.939348	-17.304808	-14.620613	1.7756733	1.7764589	698.7597904205322
18	18.503414	69.94014	174.84949	-45.842163	572.6139	240.97078	833.3383	-3.866902	448.8	901.7	71999	15.009255	9.950167	45.300808	-50.08312	15.009503	9.949903	44.805946	-57.55584	-2.4586298	2.0286171	17.536266	-14.202938	-15.4734335	1.7639928	1.7673937	743.8153667449951
19	90.06576	93.5234	196.66579	-33.531425	555.05164	196.37164	738.3621	10.908056	675.6	904.9	75999	16.047674	10.73397	45.614372	-64.72324	16.048197	10.733555	47.244923	-64.01593	-2.5008461	1.9952418	15.506273	-17.706236	-16.503489	1.7216586	1.7211887	787.3449671268463
20	-11.448766	73.4678	94.45328	-123.00491	615.2103	91.97284	723.1967	392.57135	654.1429	1000.0	79999	17.052425	11.4675	48.57164	-51.078793	17.052103	11.466847	48.025036	-50.53305	-2.5031688	1.9698521	17.049383	-14.567213	-17.499718	1.7403547	1.7465935	835.1730720996857
21	74.96428	71.78598	179.02222	-4.448146	666.0548	96.99021	829.6418	501.6509	640.1667	1000.0	83999	17.689583	12.222869	49.02675	-48.85123	17.689613	12.222231	49.22883	-53.20119	-2.4729884	1.9668369	19.340796	-15.049482	-18.114363	1.7574031	1.7760845	882.7057430744171
22	54.57975	37.460968	106.18125	12.686834	642.36975	218.54755	774.95996	1.9474632	689.8	902.6	87999	18.478567	12.894128	50.507164	-47.112015	18.478441	12.8942795	50.302097	-49.078552	-2.48407	1.9606243	18.359627	-16.617222	-18.901386	1.7423103	1.7487323	928.9445986747742
23	89.53413	45.122795	133.23433	17.28282	729.6494	94.955894	851.1013	558.45953	708.0	1000.0	91999	19.370827	13.4624405	51.29071	-47.717766	19.371037	13.460887	52.830368	-50.91805	-2.5001757	1.9737455	16.082293	-17.116129	-19.783066	1.7344196	1.7421591	975.2399759292603
24	112.496414	46.72001	168.63176	53.026783	604.93567	198.31242	747.26447	40.558956	1000.0	907.7	95999	20.410456	13.78076	53.664215	-50.6744	20.41069	13.781007	54.544807	-45.85041	-2.5257883	1.9742428	16.864063	-16.32344	-20.823929	1.7334172	1.7295305	1017.9641749858856
25	81.34535	41.670155	137.43353	21.568943	649.9606	141.17847	801.41547	414.94672	768.6667	1000.0	99999	20.833124	13.873702	53.403973	-50.88888	20.833597	13.873545	53.004887	-60.54018	-2.5454109	1.975882	15.379568	-14.85686	-21.23434	1.737872	1.7434129	1063.0569286346436
26	75.4134	59.400436	149.16675	-10.493527	692.8874	121.86712	845.6594	485.66882	501.25	1000.0	103999	21.554123	14.001203	55.38125	-46.49236	21.553923	14.000987	54.28596	-45.54611	-2.5492857	1.9773337	17.836956	-16.049084	-21.952305	1.7031816	1.7111998	1108.3905165195465
27	91.35293	58.314392	139.28761	8.687896	675.16766	102.63612	819.78406	535.1962	653.0	1000.0	107999	22.459492	14.044285	55.808605	-48.153194	22.459105	14.044636	54.009083	-46.59846	-2.5399156	1.9684819	15.279051	-15.438442	-22.849945	1.7299912	1.7322217	1153.8874673843384
28	65.97838	49.929695	131.3122	-4.33684	565.08966	107.51642	669.3147	382.84515	718.2	1000.0	111999	23.439116	14.245001	56.188774	-47.604874	23.438778	14.244011	55.74843	-47.28801	-2.547788	1.988088	19.96732	-17.368244	-23.831125	1.7315928	1.7495136	1200.255203962326
29	73.85817	65.584496	123.488396	-36.866013	712.69666	105.73877	844.26044	541.1719	979.75	1000.0	115999	24.033817	14.315386	57.56391	-43.52277	24.033625	14.31545	56.87687	-54.600605	-2.5729837	1.9790467	18.316677	-14.554359	-24.429415	1.7406778	1.7371614	1245.459804058075
30	97.43947	13.149108	107.12696	74.894936	687.21826	76.87296	858.5588	581.75104	1000.0	1000.0	119999	24.885683	14.328364	57.030266	-49.21399	24.885017	14.328582	57.516884	-49.984707	-2.5878494	2.0019104	21.979343	-16.223022	-25.277227	1.7171822	1.7282859	1291.939487695694
31	132.34183	33.46946	178.2767	83.69034	637.6248	157.7315	769.9943	198.17575	1000.0	1000.0	123999	25.670597	14.216059	57.416126	-45.936787	25.669973	14.216304	58.407265	-51.959557	-2.5883012	2.0050693	21.63853	-13.729322	-26.059595	1.7206191	1.734696	1339.4805686473846
32	134.17755	34.60051	167.44	68.55774	609.8776	121.72514	778.0871	334.34607	908.8	1000.0	127999	26.418722	14.133173	57.45798	-46.053215	26.41842	14.134213	58.696617	-49.193714	-2.6202068	2.0048773	15.787348	-14.845077	-26.804846	1.7081084	1.7085304	1385.1374514102936
33	112.07953	52.305847	180.14667	38.713818	744.56696	140.66899	940.2969	444.42322	1000.0	1000.0	131999	27.22222	14.05795	60.530785	-48.664158	27.221317	14.058372	60.804935	-48.180374	-2.6241043	2.0016804	18.901932	-15.578621	-27.610584	1.7099627	1.716384	1430.8067967891693
34	72.74515	33.07059	122.42516	35.444553	528.9496	151.7096	785.5475	325.91275	890.25	1000.0	135999	28.009153	14.128577	61.078716	-47.780178	28.008303	14.129735	60.12273	-56.522007	-2.6290557	2.0131786	22.910156	-17.775213	-28.396954	1.6909252	1.6998987	1476.718272447586
35	90.94047	41.782566	139.0015	5.2632275	695.6427	111.70434	875.42676	483.1061	612.1429	1000.0	139999	28.66379	14.007492	59.201286	-42.474083	28.662872	14.00867	60.15901	-44.682217	-2.6749456	2.0002818	16.556263	-14.330851	-29.048784	1.6694095	1.6771411	1521.564397573471
36	127.62909	13.885061	145.56282	107.6355	608.0156	55.579365	680.96375	510.20352	849.5	1000.0	143999	28.987223	13.922514	60.388447	-40.72326	28.986126	13.923301	60.760506	-47.64883	-2.679065	1.9940195	16.236887	-17.453398	-29.359552	1.711263	1.7253171	1566.3744714260101
37	101.29789	57.4138	169.82506	16.456837	789.4851	51.21808	887.13403	714.90906	561.1429	1000.0	147999	29.46045	13.977394	61.26085	-44.926563	29.459717	13.978176	61.136063	-46.023495	-2.6554844	2.0018601	18.896965	-16.00136	-29.833117	1.6844593	1.6878103	1611.334724187851
38	138.4509	63.258026	246.0856	87.57807	602.9849	234.11458	797.01825	102.09956	889.6	1000.0	151999	29.805176	13.857469	62.48236	-47.763847	29.80471	13.85804	61.916294	-51.008244	-2.642076	1.9977571	16.4638	-15.440273	-30.179298	1.6888169	1.6924156	1655.19930434227
39	88.30805	33.534454	141.98268	50.03359	634.41034	246.13037	862.3347	2.5573077	1000.0	901.1	155999	30.399805	13.865248	61.845448	-47.484966	30.398792	13.866829	63.80865	-49.41979	-2.6808612	2.0002277	16.11775	-15.580877	-30.771599	1.7010207	1.7049309	1697.4894556999207
40	125.87276	69.54074	233.66457	43.558994	729.0637	73.91971	844.57074	612.7631	829.8	1000.0	159999	31.14094	13.7764635	61.90458	-38.517853	31.140488	13.777483	61.728245	-43.994183	-2.6936924	1.9957944	17.235083	-16.003065	-31.51709	1.6688516	1.6734935	1745.9826033115387
