Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ1	LossQ2	Time
1	-18.585957	27.993868	37.52157	-84.64628	-30.933426	70.55125	63.7915	-150.05527	76.07843	143.5	3999	6.774688	5.1452827	31.882734	-8.81338	6.7745104	5.1429625	32.522064	-9.140342	-3.7091205	2.0488763	39.28724	-13.873662	-8.052629	0.4617557	0.4722659	11.059523582458496
2	-27.979084	32.3429	39.546734	-104.7263	-41.542038	24.63739	-12.697121	-96.73123	97.17073	154.9	7999	27.470707	10.823297	73.12316	-10.754845	27.470823	10.826276	72.02697	-9.608184	-0.9966188	2.8509166	19.694387	-18.650852	-29.610527	1.8373026	1.797056	24.544038772583008
3	-59.42013	45.355347	7.199819	-195.11852	43.283436	38.669483	108.343414	-7.038723	123.93939	187.7	11999	52.655506	14.5224905	113.95029	-21.127174	52.65663	14.529069	116.54403	-26.706821	-0.16291916	3.2572055	22.944098	-15.300043	-54.971176	4.127612	3.963392	41.772406578063965
4	-52.158356	33.388786	-5.924304	-145.3137	38.428703	38.749935	90.187645	-13.281466	162.70833	141.8	15999	60.019135	16.158531	120.77868	-26.762772	60.020584	16.15857	120.647804	-27.597754	-1.1193786	2.8528976	29.960625	-14.784673	-61.363514	4.9019656	4.849818	63.3816020488739
5	-34.118183	37.24165	34.98292	-122.36789	79.639595	43.331738	131.22668	9.317264	119.32353	179.8	19999	55.01486	16.070093	128.98303	-35.113525	55.01519	16.073225	123.89589	-29.934256	-1.4922423	2.6816046	30.021671	-14.656799	-55.987602	5.01108	4.957269	90.0107810497284
6	-21.852697	43.754745	76.110504	-122.09999	107.44525	33.779522	160.95544	56.844936	134.76666	196.6	23999	48.473896	15.454542	113.52683	-39.18584	48.474445	15.450006	118.6063	-38.468086	-1.7854264	2.5092103	26.699776	-14.4958515	-49.228863	4.6869698	4.72486	116.03583288192749
7	-15.8364	36.784954	114.57862	-79.179825	124.0446	27.333317	162.10782	79.117516	149.03847	200.0	27999	41.209972	13.585067	95.55977	-24.881523	41.210045	13.578754	101.74266	-28.04629	-1.9974163	2.345128	24.415842	-13.968933	-41.862194	3.9958732	4.0304065	142.01640844345093
8	3.1753452	34.78682	75.15324	-60.35773	139.68541	26.815266	175.21243	86.41058	159.6	200.0	31999	35.3891	12.01699	87.0801	-29.306267	35.388565	12.017346	88.84931	-25.6759	-2.2021337	2.2267425	26.248653	-14.110506	-35.97485	3.3027647	3.3246832	167.73457407951355
9	4.885384	33.22032	74.94147	-58.083637	154.3761	20.54775	184.52815	127.39028	155.5	200.0	35999	30.968157	10.636552	73.284584	-31.395317	30.967173	10.638318	76.14711	-33.68821	-2.3845544	2.0911307	20.52449	-15.951206	-31.502516	2.9100127	2.896723	193.28277325630188
10	11.568389	27.076393	59.521538	-38.901672	148.0172	43.73397	181.64902	21.556808	145.82143	182.3	39999	27.788307	9.514568	69.152	-27.542253	27.78774	9.516971	67.25083	-27.402418	-2.495741	2.0138686	22.179993	-14.290676	-28.312	2.6999862	2.7019536	219.36532306671143
11	24.527533	32.67948	95.56678	-59.101223	155.57756	35.971706	193.19998	71.24482	165.33333	200.0	43999	25.889017	8.77618	65.40247	-26.38126	25.88913	8.773224	63.82209	-25.913597	-2.550775	1.9661769	17.835909	-14.954247	-26.396578	2.5309763	2.541531	244.9060661792755
12	20.722939	27.321985	74.356674	-35.32621	138.11221	32.338936	190.78522	76.646454	162.0	200.0	47999	24.78552	8.431596	62.008995	-21.843103	24.785458	8.430109	60.469193	-29.286728	-2.6036422	1.9094825	18.58723	-14.540411	-25.287054	2.4401894	2.467082	270.6134400367737
13	45.322845	33.02543	123.94958	-3.2610657	134.80365	41.677597	204.29459	64.157135	183.09525	200.0	51999	24.45283	8.333897	57.388462	-21.985863	24.45236	8.334792	57.16505	-22.540459	-2.6235375	1.8717694	17.36638	-14.810402	-24.936035	2.4003253	2.4149616	296.1361219882965
14	29.912876	41.059906	101.81639	-75.5578	165.5375	15.338408	190.6737	130.69029	165.08	200.0	55999	24.363218	8.362967	56.737755	-39.36555	24.363272	8.364378	56.09441	-28.993671	-2.660872	1.8545462	16.558151	-16.069057	-24.83258	2.4141262	2.4088945	322.223525762558
15	30.464685	31.795088	108.95927	-26.943054	141.34964	35.03532	182.11877	85.34781	147.18518	200.0	59999	24.327187	8.453336	56.165092	-20.250689	24.326313	8.455045	56.741127	-20.991646	-2.6556547	1.8365532	18.65658	-16.021004	-24.78718	2.3645184	2.3812516	348.22501826286316
16	45.81182	26.114552	100.1294	-11.748387	169.1546	14.947182	185.71262	136.7409	173.56522	200.0	63999	24.574955	8.631925	57.041943	-20.184067	24.575073	8.632797	59.66202	-21.812046	-2.6561558	1.8241196	20.132622	-15.778617	-25.010794	2.4442546	2.4544039	373.96626448631287
17	51.065308	35.282185	124.05967	-1.4106591	158.22197	25.940369	216.29463	108.678856	161.64	200.0	67999	24.77837	8.753784	57.52261	-22.042562	24.778563	8.750107	58.532772	-18.811382	-2.6807182	1.8016554	17.406624	-15.247301	-25.205288	2.434589	2.4790874	399.97397089004517
18	55.272858	47.527107	161.38968	-50.307426	157.45561	49.99933	228.41823	73.395546	187.09525	200.0	71999	25.104698	8.981444	56.547432	-21.522171	25.10538	8.97606	58.956665	-20.8368	-2.6716516	1.8053145	17.819656	-14.629425	-25.520035	2.466671	2.510202	425.90663170814514
19	48.886066	50.57782	118.913445	-39.136974	163.46147	29.144438	229.63243	119.25451	190.57143	200.0	75999	25.343775	9.285932	61.051075	-20.39807	25.34413	9.276855	60.93318	-21.833456	-2.630792	1.7974832	18.351213	-18.046654	-25.745094	2.5106552	2.580995	451.72791934013367
20	56.013023	34.48118	118.69148	-19.605978	188.01903	27.459747	243.51947	139.88788	185.27272	200.0	79999	25.62163	9.667428	59.992764	-25.172468	25.62225	9.659778	60.14036	-21.206497	-2.5754697	1.7899699	27.663513	-15.585043	-26.022106	2.5817246	2.6518745	478.0070836544037
21	81.599625	35.169075	145.51018	27.80699	167.60794	30.910414	226.74945	110.0388	175.17392	200.0	83999	25.966484	9.927225	60.109188	-26.716991	25.966877	9.922053	60.130093	-26.512232	-2.6001174	1.7846396	18.551712	-15.64393	-26.34728	2.5869038	2.6533508	503.6563539505005
22	49.58066	43.27706	169.68086	-53.90083	161.99742	28.28749	196.94116	105.11345	169.91304	200.0	87999	26.188765	10.0557785	59.222282	-23.648146	26.18871	10.051785	58.535408	-28.740486	-2.559494	1.7950768	21.452587	-14.531042	-26.570564	2.659626	2.7281716	529.1207318305969
23	55.96075	33.939766	144.60522	-13.186899	166.41766	17.07201	198.16382	130.93692	177.60869	200.0	91999	26.581335	10.163393	61.734116	-21.987549	26.581512	10.157484	61.13995	-30.241014	-2.5471873	1.8016835	22.748749	-17.447208	-26.952398	2.6607172	2.7260435	554.7169997692108
24	78.90961	46.778866	182.23778	-13.509971	174.15039	52.01106	302.60403	101.65916	168.47826	200.0	95999	27.048748	10.308915	62.228012	-22.254904	27.049604	10.302636	62.1824	-24.715847	-2.548502	1.7941446	21.66137	-16.673006	-27.422825	2.7140825	2.76723	580.2453660964966
25	83.358444	48.121616	171.78197	-18.95761	186.0914	28.272974	256.20462	148.02765	178.47826	200.0	99999	27.657558	10.503627	63.518196	-28.294634	27.656668	10.499209	62.312454	-28.87163	-2.5163336	1.810957	23.478931	-13.396791	-28.03295	2.7876558	2.851439	605.6323103904724
26	81.297554	48.08362	158.90294	-2.6322434	179.43488	14.305783	205.59859	152.03598	166.16667	192.7	103999	28.269697	10.640663	63.31873	-29.38695	28.270096	10.635987	63.080837	-21.9898	-2.5127308	1.8095839	19.555931	-15.190138	-28.637941	2.7958887	2.8469307	631.1548893451691
27	84.36571	46.915524	152.53957	-12.946253	142.9127	56.083546	239.72647	31.917664	189.71428	182.3	107999	28.862625	10.847376	63.788353	-28.386877	28.86248	10.844598	63.329006	-20.636127	-2.4707246	1.820715	24.814268	-18.170984	-29.223562	2.9296293	2.968598	656.5535209178925
28	79.85211	48.36962	158.68889	-6.843592	173.62543	46.488247	242.3975	64.97157	179.0	200.0	111999	29.473795	10.9152355	66.77153	-24.10762	29.473652	10.912763	64.81018	-22.117607	-2.4820712	1.8157411	25.741135	-15.298343	-29.828926	2.962637	2.9935722	682.1216595172882
29	93.64396	39.97573	198.0673	22.70877	164.58084	40.27359	228.23662	87.19112	178.73914	190.2	115999	29.904755	10.972073	64.045845	-33.11792	29.905218	10.965887	62.749485	-23.531242	-2.4783106	1.8098348	22.424294	-15.708023	-30.244278	3.0520768	3.1260366	707.728678226471
30	64.938416	39.91006	135.2706	-16.773046	144.69235	26.29555	188.49733	88.34198	164.45833	200.0	119999	30.273895	11.1172285	65.19454	-23.603294	30.273842	11.110918	64.80401	-25.15394	-2.4747705	1.8139176	33.07264	-16.438135	-30.619663	3.0811515	3.1471581	733.9891121387482
31	77.02732	48.07237	159.97975	-27.604752	180.07545	43.992092	292.54733	128.37558	176.27272	200.0	123999	30.82399	11.290872	66.91011	-31.61773	30.823742	11.285309	65.04986	-36.515194	-2.4075189	1.8124162	27.475763	-15.42317	-31.168566	3.2151246	3.2837875	760.0176446437836
32	94.06358	49.080616	187.2296	-36.24805	141.00955	43.065838	245.8904	89.92168	179.39131	200.0	127999	31.109924	11.378356	69.68774	-39.34256	31.109335	11.376704	66.88822	-33.322598	-2.4274952	1.8210851	39.763084	-15.404259	-31.442554	3.2905097	3.3150914	785.6800820827484
33	91.84351	41.0915	162.85815	0.7729191	164.83972	22.175041	189.9274	117.19718	176.59091	200.0	131999	31.350403	11.414699	66.68973	-25.601496	31.350315	11.409981	66.96748	-30.621758	-2.4219692	1.8061422	21.353214	-15.279743	-31.67968	3.2150247	3.2729175	811.6696765422821
34	95.34101	59.11719	204.94016	1.9207352	154.1148	39.150475	246.7063	90.60522	174.82608	200.0	135999	31.620455	11.610276	68.032936	-27.188082	31.620552	11.60567	67.43458	-28.895811	-2.4369721	1.814045	34.436615	-14.014779	-31.940205	3.3045607	3.3806603	837.6305742263794
35	90.52868	52.182297	160.67154	-30.961985	162.24045	22.041458	188.92516	120.09849	190.7619	200.0	139999	32.020916	11.774119	68.85951	-57.007538	32.020657	11.768054	67.23354	-28.02016	-2.3876846	1.8035563	24.389778	-14.209127	-32.34469	3.4240692	3.4933286	863.1311490535736
36	103.40239	42.905712	176.14606	5.7746596	199.33781	47.329803	278.59525	140.08714	179.17392	200.0	143999	32.3624	12.00505	68.30232	-27.289059	32.36198	11.998014	67.85524	-28.207388	-2.3982072	1.818921	26.80737	-16.312717	-32.67637	3.3731604	3.465385	888.6458530426025
37	94.33423	58.46484	210.69118	-0.42343822	160.86935	37.9628	248.97917	89.904564	160.29167	200.0	147999	32.828587	12.173965	68.635	-28.083872	32.828938	12.167065	68.66377	-26.382132	-2.401406	1.8155606	25.305973	-16.316174	-33.146793	3.3754272	3.4721904	914.2465333938599
38	91.83859	51.125435	162.77696	10.792626	199.52902	43.523594	267.53268	108.60926	175.30435	200.0	151999	33.24339	12.43857	69.636955	-40.691044	33.243458	12.430875	68.63163	-32.895153	-2.3580194	1.8175536	22.405376	-14.956205	-33.563263	3.5989254	3.6672974	939.7781076431274
39	118.724495	39.124268	192.6304	41.699493	161.93056	58.472683	311.22665	91.68478	190.71428	200.0	155999	33.57899	12.651784	71.10459	-54.442173	33.579582	12.643931	71.240555	-32.149323	-2.3406734	1.8210152	26.69809	-16.182697	-33.89246	3.640206	3.7329226	965.2590532302856
40	113.32313	62.28652	203.41527	-6.3677263	146.29959	40.78075	201.63904	49.110367	184.27272	183.8	159999	33.945972	12.825424	72.673065	-30.027784	33.94621	12.816543	71.07798	-25.898685	-2.3589969	1.829696	29.772879	-14.668053	-34.256687	3.6961708	3.7657285	991.1858270168304
41	92.89475	57.07361	199.38397	-26.268032	147.90198	49.100185	233.88724	36.27431	167.33333	182.7	163999	34.134197	12.911212	72.80428	-31.02466	34.13388	12.905522	70.24608	-27.063383	-2.393884	1.8229375	33.00563	-15.188547	-34.43705	3.7457266	3.8249042	1016.5495960712433
42	102.351295	51.60151	192.78908	-7.4751062	181.35072	41.316475	256.81848	124.86956	179.63637	200.0	167999	34.4	13.105738	72.98719	-70.18165	34.40028	13.101263	70.388954	-32.050083	-2.3850162	1.8235343	24.576836	-14.863091	-34.705593	3.8655314	3.9105585	1042.3652946949005
43	110.651436	55.475708	183.92067	10.215596	170.64487	41.968113	264.2661	105.87546	192.61905	200.0	171999	34.62864	13.318741	72.813034	-42.047382	34.628407	13.314682	71.0513	-29.763245	-2.3919868	1.8151743	24.954914	-16.974705	-34.923077	3.7540853	3.8028934	1067.963476896286
44	116.094925	44.39371	195.32831	19.826979	167.68124	30.923807	222.75218	95.37554	198.1	200.0	175999	34.96687	13.558299	72.795166	-44.97498	34.966293	13.554306	71.84588	-39.599266	-2.3717563	1.8281263	22.407038	-15.71433	-35.265774	3.858187	3.9142196	1093.6803476810455
45	117.399635	44.60463	195.54723	35.250164	171.36612	23.027735	211.58821	135.87537	185.72728	200.0	179999	35.350864	13.621682	73.534996	-30.0401	35.35096	13.616994	73.6339	-38.099743	-2.4065313	1.8221691	27.13092	-14.698875	-35.648697	3.8704288	3.9407258	1119.4124720096588
46	81.3319	60.394787	171.42253	-33.44119	175.42392	37.27138	244.68391	115.89273	181.09091	200.0	183999	35.71959	13.787145	74.221924	-34.860687	35.71983	13.784615	74.82454	-36.015934	-2.3904095	1.8228567	40.50916	-15.802322	-36.013958	3.9601507	3.984792	1145.500277519226
47	113.09149	66.12166	222.31126	-12.268468	190.75949	58.800167	317.28354	145.57593	171.26086	200.0	187999	35.95257	13.87338	75.10248	-38.94509	35.9524	13.868657	75.46323	-48.430687	-2.3584852	1.8345107	28.630459	-16.250292	-36.244095	4.050066	4.1295204	1171.2104487419128
48	104.6002	59.92659	202.36389	-24.867296	162.94443	46.228428	259.78516	68.06126	166.16667	183.4	191999	36.253128	13.948576	77.30719	-35.219555	36.25317	13.943496	75.27249	-33.37948	-2.386965	1.8323013	27.636637	-14.020624	-36.543987	4.0796413	4.116541	1197.22181391716
49	102.91295	68.208145	241.8401	-36.29157	198.84811	55.170628	312.56754	113.8772	158.56	200.0	195999	36.593918	13.983416	76.5415	-44.402706	36.593803	13.982384	76.64456	-37.705177	-2.3744576	1.8514704	32.655907	-17.008444	-36.887226	4.2018895	4.2075443	1223.2924139499664
50	88.36184	86.90191	257.45374	-34.989178	153.64633	23.039762	191.84648	108.72576	179.82608	200.0	199999	36.84107	14.106135	77.04224	-44.12538	36.84112	14.103967	75.570755	-28.44975	-2.382502	1.8472322	29.310436	-16.401062	-37.13139	4.210692	4.2256737	1249.4327239990234
51	100.58114	83.922554	208.4796	-111.94186	146.27553	47.668118	226.71545	44.20008	186.42857	200.0	203999	37.12512	14.293049	82.674126	-41.868168	37.125336	14.290532	83.31362	-36.17586	-2.3565626	1.8622575	33.876053	-14.985828	-37.407223	4.231117	4.252433	1275.1750013828278
52	94.868126	51.96324	184.59596	-9.649217	200.75658	49.220406	264.61365	116.26443	193.28572	200.0	207999	37.31642	14.401851	78.39876	-29.719698	37.31646	14.396493	79.7853	-36.7648	-2.3626122	1.8603675	31.22535	-14.487255	-37.59975	4.3265896	4.407687	1300.8302869796753
53	109.69844	56.226982	205.24321	-7.0397024	190.81128	65.69543	309.66724	56.373116	175.04347	200.0	211999	37.4422	14.410063	79.64789	-48.076107	37.44177	14.411391	79.23199	-38.1171	-2.4221647	1.8476692	34.448795	-15.135877	-37.71726	4.260487	4.235634	1326.5162048339844
54	128.5277	54.29647	222.75871	27.243174	173.50124	20.212622	213.10216	151.15523	180.13637	200.0	215999	37.70785	14.411608	80.367744	-59.690228	37.707653	14.407739	81.6748	-26.032366	-2.3968668	1.8475409	30.569511	-16.836266	-37.98647	4.324859	4.3931656	1352.1755833625793
55	125.71099	53.88557	228.6731	12.919468	215.78134	59.025055	305.78513	149.09157	177.90909	200.0	219999	37.936947	14.379167	81.886086	-30.46618	37.935997	14.37951	82.010796	-27.727226	-2.3937964	1.8487331	26.344454	-15.203816	-38.20965	4.599791	4.6119328	1377.7415215969086
56	107.79834	70.4517	202.1727	-23.439943	255.25056	53.3046	363.15625	183.42282	188.5238	200.0	223999	38.22647	14.39205	80.63984	-31.273012	38.226345	14.392886	79.751465	-26.9804	-2.4092255	1.8412127	31.33279	-14.583215	-38.498947	4.422039	4.415348	1403.2738616466522
57	112.30944	67.41338	197.4573	-67.491356	182.41241	31.586542	248.02634	118.89249	194.19048	200.0	227999	38.43839	14.548226	85.597115	-59.203613	38.437496	14.546734	84.80316	-43.263695	-2.42368	1.8482362	35.292458	-14.83962	-38.71173	4.5196686	4.5719543	1428.7830984592438
58	96.95449	43.69497	151.83441	8.486352	226.80984	65.20216	337.7361	124.225655	193.4762	200.0	231999	38.54746	14.607611	82.6396	-35.82763	38.547215	14.606165	82.94307	-45.49272	-2.4061215	1.8479599	27.70871	-16.383595	-38.821075	4.5367	4.533327	1454.4245245456696
59	106.50144	70.79638	215.19687	-60.161926	205.98181	78.136505	381.3219	119.43693	183.04546	200.0	235999	38.72604	14.716456	81.947365	-33.358936	38.72474	14.722183	83.07406	-34.046295	-2.4052112	1.8595036	27.652815	-16.512287	-39.004047	4.4991274	4.475726	1480.109625339508
60	134.77396	63.007984	266.37167	-8.219733	226.48271	64.18901	352.2564	135.52184	185.04762	200.0	239999	39.096985	14.848656	84.43878	-49.38064	39.096104	14.847117	85.58971	-33.11646	-2.388926	1.8626775	24.895601	-18.010895	-39.369503	4.5452256	4.5930653	1506.4650919437408
61	134.7569	62.695305	262.16205	5.9253426	189.55945	65.598366	316.7005	109.90543	189.2381	200.0	243999	39.41577	15.000069	87.903595	-37.395077	39.41583	14.999505	86.681946	-30.988485	-2.3706017	1.8709685	26.009073	-15.176476	-39.688843	4.7151833	4.7517047	1532.2360928058624
62	91.57522	65.43911	215.84769	-39.107265	227.90726	69.96723	354.79053	146.16393	178.52174	200.0	247999	39.62712	15.295307	85.563545	-31.743954	39.626274	15.298887	86.25599	-33.889282	-2.3776634	1.8640096	29.10086	-15.976826	-39.891327	4.797466	4.7814937	1558.3754801750183
63	97.53513	51.316067	160.61978	-11.465954	192.11826	54.07759	306.37442	118.99427	192.95238	198.1	251999	39.68232	15.422395	90.26284	-45.976048	39.68257	15.417496	91.508766	-50.687008	-2.367171	1.8647422	34.743305	-14.842365	-39.948185	4.755128	4.8088984	1584.2480788230896
64	119.89949	50.920715	198.91806	4.965157	221.44173	54.752357	320.09866	135.96689	196.05	200.0	255999	39.78984	15.501083	92.382965	-37.508163	39.788975	15.503268	90.10068	-47.75953	-2.3715284	1.8741815	34.711864	-15.443726	-40.06199	4.8352733	4.870254	1610.4366385936737
65	132.29454	63.182877	263.1479	-3.6342049	177.06229	48.610584	296.54984	103.27854	199.85	200.0	259999	39.931496	15.421784	90.28693	-43.46583	39.930923	15.419382	91.707924	-44.487694	-2.3741724	1.8783748	35.329376	-14.754715	-40.20256	4.7804384	4.8322477	1636.4895560741425
66	146.59251	60.77579	236.75171	5.1798205	170.67725	38.26083	213.00879	73.866905	187.0	200.0	263999	40.282784	15.396747	87.45359	-40.434273	40.281746	15.394572	89.23185	-35.815384	-2.3560617	1.8602118	35.485428	-16.474897	-40.547546	4.8332853	4.8950167	1662.1359457969666
67	136.9511	64.83905	234.3886	9.100076	209.04977	47.643795	312.56213	159.7122	190.0	200.0	267999	40.436512	15.33791	92.00463	-37.972534	40.43566	15.339289	91.614006	-35.567024	-2.3660252	1.8679984	38.74543	-15.7843075	-40.70189	5.0532804	5.0964904	1687.5013802051544
68	111.26176	65.780304	232.87889	-58.109882	234.95671	65.565216	316.81195	147.15424	199.95	198.3	271999	40.660854	15.354092	88.209564	-31.904343	40.659748	15.355657	88.72085	-33.28397	-2.3487504	1.871187	27.830208	-14.940009	-40.920273	5.0580606	5.092821	1712.9987049102783
69	125.875984	79.48855	260.6894	-32.16763	214.52817	86.50905	347.00546	44.86527	189.40909	176.3	275999	40.621014	15.348466	91.04991	-46.022213	40.620007	15.352299	88.584694	-40.36637	-2.3402407	1.8692801	25.001947	-15.221225	-40.879013	5.0953794	5.0829644	1738.4963684082031
70	120.80294	57.90311	191.0315	-7.5185633	217.76994	64.97922	346.62552	154.61855	184.14285	200.0	279999	40.889835	15.280976	88.070724	-28.34385	40.890163	15.2840395	87.03661	-34.41885	-2.374583	1.8532454	43.146812	-16.2416	-41.15432	5.0224314	5.0243025	1764.8933742046356
71	120.63385	87.51142	281.96643	-14.405967	236.48233	70.62181	327.44254	124.91233	188.4762	200.0	283999	41.046333	15.45921	87.0791	-53.674587	41.045433	15.453836	89.65686	-55.00555	-2.391948	1.8590953	32.433113	-16.068634	-41.30102	5.0294895	5.124153	1790.5635797977448
72	140.03204	71.181335	253.58553	10.368333	198.99576	91.400764	335.22757	22.088692	183.5	181.7	287999	41.104492	15.57137	92.11838	-42.516857	41.104168	15.57019	92.57204	-46.65492	-2.3686998	1.8620404	27.019882	-15.616496	-41.361767	5.098666	5.209083	1816.1748628616333
