Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ1	LossQ2	Time
1	-150.9058	188.11058	-9.832603	-590.4564	-261.2857	172.91405	-42.305	-633.78986	232.88235	812.2	3999	3.4863503	4.6680236	29.602518	-21.12156	3.4861968	4.6670704	30.02632	-21.656355	-3.4975834	2.1850915	35.88685	-13.231487	-4.829358	0.3956827	0.3978982	13.411924600601196
2	-150.28209	157.99396	-19.76957	-531.8591	-209.62405	196.38083	-13.430242	-643.76807	225.78572	439.1	7999	16.524977	7.804615	51.753353	-22.588146	16.52523	7.8043785	49.38662	-23.822773	-1.3676908	2.9885788	24.611374	-16.010902	-18.301455	1.0102216	1.0134624	33.52198100090027
3	-120.58147	179.4529	-5.0446086	-820.6321	108.6985	165.90968	357.51227	-141.68372	148.5	925.7	11999	33.780525	8.1462755	65.03874	-11.636153	33.780136	8.147793	65.18907	-9.466799	-0.58634835	3.3166823	19.61674	-14.794108	-35.57281	2.1148589	2.1111817	69.62610602378845
4	-173.72649	169.98175	-17.576998	-537.1196	425.28497	221.47795	772.8566	12.748534	330.25	839.2	15999	36.574936	9.095901	64.18028	-15.405223	36.575104	9.096877	63.20903	-13.438899	-2.1770935	2.4500797	22.277628	-14.480512	-37.53895	1.9789697	1.9705398	105.00167632102966
5	-127.16674	91.76394	-10.631226	-281.8272	595.87024	197.69841	758.7319	50.729256	363.18182	913.4	19999	32.72063	9.495456	65.13899	-21.372013	32.720055	9.494578	63.19885	-19.474794	-2.425015	2.233044	15.065256	-16.666975	-33.502846	1.7354506	1.7398754	140.8328824043274
6	-169.12613	50.681145	-110.94256	-249.38289	632.22687	239.77097	833.2073	-17.081291	858.25	901.2	23999	29.143612	9.570107	63.883156	-23.499828	29.143543	9.570669	63.504574	-17.830156	-2.4905934	2.1437078	14.33725	-16.354168	-29.863188	1.5357075	1.5283186	176.26910305023193
7	-81.90692	64.94051	9.641591	-209.21135	651.48193	120.513	784.3191	364.20563	416.27274	1000.0	27999	27.83898	9.419219	60.24395	-22.604616	27.839413	9.418714	59.44266	-24.978249	-2.5844686	2.1101494	17.745481	-16.984724	-28.520876	1.433995	1.4396943	211.87897038459778
8	-87.79958	21.42358	-66.852196	-122.71893	506.25116	191.84418	700.3399	101.727844	878.25	1000.0	31999	26.35251	9.476201	55.753273	-18.980154	26.352673	9.476514	55.70874	-19.03385	-2.5867333	2.045575	16.183994	-14.747531	-26.996403	1.4050214	1.3924863	246.9115960597992
9	-53.00589	57.906933	30.672295	-148.84111	641.3893	159.83408	904.8598	345.7554	738.5	1000.0	35999	25.547953	9.2576065	53.717777	-17.416075	25.548187	9.25842	54.763515	-16.966423	-2.6494381	2.0143795	17.36729	-16.21856	-26.169115	1.3212372	1.3044907	282.6240484714508
10	-4.6235704	23.271996	20.194248	-43.510162	682.01886	143.96573	838.27203	433.71335	794.6	1000.0	39999	24.99352	9.036375	53.68852	-17.246164	24.993086	9.039147	54.062828	-18.916885	-2.6752596	1.9741567	15.740258	-14.474492	-25.580223	1.305529	1.2796711	318.7538149356842
