Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ1	LossQ2	Time
1	-185.79001	234.30458	-17.098024	-1189.9647	-260.70422	197.97156	-55.04137	-654.9392	125.96429	262.2	3999	3.3740501	5.3619432	36.91164	-35.032032	3.3746736	5.3611584	38.52413	-35.35804	-4.9250813	3.1789303	22.413923	-19.142612	-5.5527267	0.49422404	0.49946114	42.341628074645996
2	-335.7044	420.67456	-18.520327	-1187.2173	-1083.279	802.4498	-31.189322	-2027.1666	265.5	615.5	7999	22.76554	10.869763	70.365204	-31.765335	22.765585	10.870198	70.70175	-32.94631	-1.0694852	4.08666	24.19437	-19.876183	-25.923288	1.3219539	1.307926	106.56301736831665
3	-194.4411	131.93266	-12.612273	-554.3879	-312.4856	299.95514	273.35083	-800.4486	97.55556	715.1	11999	49.020775	11.47143	100.59409	-19.711155	49.022415	11.468557	101.49594	-24.493814	-0.065258905	4.730629	28.564262	-18.996138	-52.178493	3.9391444	3.9032426	172.18185114860535
4	-391.76718	495.1444	-13.331215	-1731.2822	197.65411	217.44547	573.2718	-121.576515	251.38889	1000.0	15999	45.53602	12.652559	98.47071	-21.407993	45.53618	12.655893	99.590675	-25.393707	-3.4461718	3.2771394	23.38891	-18.784773	-47.068954	3.149314	3.1219106	241.74551463127136
5	-378.81406	394.6415	-20.17247	-1084.8306	559.17255	227.32848	806.31244	-12.510673	345.75	902.7	19999	31.737978	12.699144	82.65882	-33.454372	31.737768	12.703096	80.2414	-33.835377	-4.2268023	2.802964	22.107548	-16.607864	-33.043846	2.437903	2.4046793	311.71747374534607
6	-504.1625	360.84366	-35.69655	-976.2402	453.59937	172.4441	730.1563	221.82503	561.1667	1000.0	23999	22.801914	12.776332	77.423386	-50.84057	22.80114	12.775809	77.26114	-46.405537	-4.492255	2.5725613	19.73959	-20.045053	-24.016483	2.0722344	2.0842476	380.1542866230011
7	-308.589	277.30362	-27.017353	-807.1219	519.5584	126.133385	730.30084	345.16913	345.92307	1000.0	27999	17.009829	12.175769	67.20889	-57.916664	17.008797	12.1771555	64.70035	-52.64592	-4.603981	2.455742	17.95082	-16.997463	-18.174774	2.0142865	2.0219338	447.21126794815063
8	-520.71747	274.9884	-147.26057	-937.4323	537.92676	122.67541	612.03705	178.07236	535.5714	1000.0	31999	11.3950815	11.307195	55.28183	-61.60761	11.396527	11.30746	53.77681	-56.57372	-4.6250596	2.3890681	17.473974	-17.987309	-12.483377	2.0587764	2.0498369	513.4140110015869
9	-293.1064	202.83246	-32.46541	-691.1574	579.0096	129.56798	714.97656	225.16017	336.84616	1000.0	35999	7.046111	11.183158	49.19446	-64.96026	7.047105	11.183826	48.85128	-61.892056	-4.5686445	2.3773093	15.29881	-19.80535	-8.062394	2.233662	2.230731	580.5350813865662
10	-273.18765	190.44582	-40.19178	-641.2815	532.6582	121.644356	728.21765	334.4318	364.0	1000.0	39999	3.1654541	11.078865	46.5464	-68.67978	3.1679463	11.077659	48.402195	-65.56835	-4.4580464	2.405416	18.026003	-20.238228	-4.125755	2.4452531	2.443851	648.2213559150696
11	-209.63882	208.53271	-31.3817	-631.625	510.39468	188.52885	771.1524	105.45195	316.8	1000.0	43999	0.69598985	10.899614	44.76026	-70.74781	0.69978744	10.897627	45.608498	-71.53287	-4.386184	2.413558	18.52792	-17.869694	-1.6244048	2.4165788	2.435749	716.6287500858307
12	-381.669	241.58553	-74.84835	-838.3842	590.0682	127.40127	761.3588	393.6003	537.6667	1000.0	47999	-0.9897457	10.535913	41.96894	-71.98463	-0.9851215	10.534467	43.39647	-67.631	-4.4449043	2.429911	18.842566	-18.423576	0.081172615	2.339697	2.3474753	784.3271541595459
13	-484.9642	285.58914	-28.603752	-786.2035	525.3653	164.08932	685.1817	112.70948	705.4	1000.0	51999	-2.2827249	10.382615	40.17162	-66.05391	-2.2768507	10.379433	37.36024	-69.04763	-4.479192	2.4266498	19.949041	-17.564358	1.4209489	2.3935864	2.4194958	852.9603488445282
14	-278.81778	184.42465	-62.94787	-574.4971	462.63135	91.873276	635.08655	303.44223	435.4	1000.0	55999	-3.5532956	10.156254	38.098377	-65.16874	-3.5493262	10.156911	36.316	-64.60819	-4.523377	2.417395	19.500443	-18.695381	2.727747	2.3516786	2.359927	922.1540052890778
15	-350.70032	256.07343	-83.16528	-916.7175	582.6673	129.90881	750.97253	356.29178	452.5	1000.0	59999	-4.527872	10.379316	35.97639	-76.48764	-4.5254235	10.379551	36.584957	-68.404724	-4.556802	2.3598893	15.860094	-19.0941	3.7221074	2.4008212	2.4124892	990.6552901268005
16	-463.37753	250.6396	-87.874466	-732.8324	477.38638	262.85266	801.46844	-171.05885	733.8333	1000.0	63999	-5.4325876	10.5887	32.821342	-72.47929	-5.4298306	10.58784	32.601532	-72.21931	-4.539582	2.3907757	19.39414	-19.519722	4.6496086	2.465102	2.4684746	1058.476175069809
17	-564.1681	327.49045	-18.693275	-1012.64307	283.3173	257.26074	589.12024	-159.71188	809.0	1000.0	67999	-5.8188095	10.37637	34.32035	-71.18693	-5.817873	10.375966	34.211227	-68.26379	-4.626852	2.388841	18.38855	-16.969471	5.041681	2.4329522	2.4327211	1125.7547843456268
18	-394.13828	194.50647	-191.41553	-693.9808	460.12167	331.65018	779.4528	-443.91803	568.2857	1000.0	71999	-6.405806	10.255416	33.632576	-72.44039	-6.404729	10.254453	32.581036	-73.171524	-4.6621876	2.392659	18.055536	-18.88569	5.644249	2.4962363	2.5113482	1192.8807621002197
19	-305.95013	232.73035	-66.11716	-692.9677	512.0543	128.49454	789.8853	244.26892	482.875	1000.0	75999	-7.028535	10.359649	28.79057	-67.71486	-7.02649	10.357186	31.969757	-68.84293	-4.6840425	2.4061637	16.717857	-20.28005	6.2849884	2.5033062	2.5318599	1259.7801260948181
20	-240.29091	186.83118	-5.7437553	-583.5356	447.54712	169.91954	686.6675	113.66474	367.0909	1000.0	79999	-7.565453	10.520609	36.07996	-66.46263	-7.562771	10.519078	30.620731	-64.56341	-4.738482	2.3729227	20.161945	-17.49157	6.8319697	2.5446098	2.5755503	1326.7043824195862
21	-208.23618	212.16693	-5.2405415	-703.22217	412.40314	230.30428	772.803	-128.90436	312.92307	1000.0	83999	-7.9969745	10.838434	32.465584	-69.20719	-7.99392	10.835482	33.38705	-67.74204	-4.7330217	2.389659	21.374048	-17.29615	7.2880187	2.6221125	2.653403	1392.2071285247803
22	-195.17268	194.50961	-10.212967	-581.5241	207.77483	162.00954	481.39468	-12.877159	317.16666	1000.0	87999	-8.660077	11.321978	31.65714	-69.26894	-8.656925	11.320697	33.755093	-67.71571	-4.7259307	2.344058	17.595423	-18.28072	7.9722795	2.7399592	2.768039	1459.0232439041138
