Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ1	LossQ2	Time
1	-180.52054	154.63521	-16.197264	-595.2554	-178.00047	138.48523	-58.27016	-409.96716	112.6	101.4	3999	2.9815943	6.8273435	37.969418	-31.025597	2.9800498	6.8282104	37.399605	-30.51281	-3.6712742	3.6802735	23.21959	-20.114529	-5.6142416	0.712693	0.70530957	32.3785035610199
2	-185.89467	119.11708	-21.923534	-485.53458	-83.75385	58.06941	-24.753355	-230.26027	120.545456	35.1	7999	26.436272	13.83915	107.089905	-24.779257	26.436535	13.844603	106.899734	-25.23512	0.7126028	4.7077613	32.650238	-16.935265	-30.41237	2.6129634	2.5388675	79.83427548408508
3	-215.61337	199.62868	-10.798939	-787.7148	-304.12756	396.6329	-20.351625	-1277.7911	104.73529	246.0	11999	73.21123	20.366735	158.56538	-23.596079	73.21152	20.367523	157.7417	-17.040674	4.083479	5.882221	52.984818	-19.425888	-78.38599	9.387332	9.299643	135.75223517417908
4	-554.48663	718.2299	-22.74199	-1847.079	-209.96269	218.36833	0.05805447	-636.07947	304.58334	433.7	15999	78.677475	18.370901	162.26369	-22.455986	78.68039	18.36415	156.3143	-19.342722	0.0061513353	4.2739916	42.320824	-18.342747	-80.99615	8.980618	8.928332	195.03942465782166
5	-326.46732	395.57074	-56.85973	-1470.5614	-91.325516	185.3299	214.7032	-491.40247	239.1579	483.3	19999	59.696796	21.454136	153.42522	-28.278364	59.69704	21.463394	154.31905	-37.64857	-1.3480649	3.5814943	29.927534	-17.601263	-61.350426	7.2490587	7.075527	254.89910173416138
6	-428.01758	354.07037	-66.30382	-1028.5468	6.1217127	97.525665	146.51111	-170.16698	398.7	673.0	23999	42.23701	18.321644	129.85213	-32.757298	42.23444	18.3366	130.53566	-38.798687	-2.1837819	3.1390595	25.337822	-17.047337	-43.61047	5.180849	5.040339	319.04161190986633
7	-427.448	394.72653	-91.81586	-1247.3213	372.70844	129.77034	495.06625	53.18688	387.4	916.3	27999	26.797127	15.846483	110.32627	-43.713894	26.795963	15.85154	110.38709	-45.59276	-2.9580376	2.7775433	19.045128	-18.233387	-27.962372	4.2155857	4.1286135	386.8839211463928
8	-519.8087	372.24173	-35.63015	-1020.4092	419.08246	247.17184	741.00305	-33.51178	615.7143	1000.0	31999	14.827102	14.735787	94.64641	-70.12358	14.825326	14.742923	94.15177	-62.4216	-3.3651993	2.5865238	19.242308	-17.870049	-15.923131	3.5565212	3.4630451	454.9872102737427
9	-231.66261	203.81007	-25.26493	-719.86835	470.48096	219.13506	704.0574	56.94836	296.45456	1000.0	35999	7.055208	13.716002	86.16904	-89.04813	7.054901	13.720282	81.43727	-82.87103	-3.6241086	2.4901805	19.34917	-17.293766	-8.097137	3.325972	3.2388883	522.2103197574615
10	-535.5082	317.54047	-35.888096	-951.0908	522.23114	134.57315	766.28424	366.47372	696.8571	1000.0	39999	1.6773704	12.941684	71.49787	-83.80359	1.6773151	12.943728	72.35651	-76.83285	-3.7984025	2.4217212	17.585278	-18.845472	-2.692397	3.0403178	3.0007927	589.5581593513489
11	-615.5561	114.09904	-521.4619	-802.3179	556.6917	202.45125	703.52747	-24.229168	936.0	902.5	43999	-2.0441272	12.410015	73.86917	-86.30319	-2.0434113	12.413011	73.91729	-80.50522	-3.8905053	2.3913488	14.545392	-18.268217	1.0534804	2.950919	2.9152482	653.9965167045593
12	-311.51505	240.84894	-27.909227	-732.435	414.09366	147.61388	772.4785	240.51978	399.5	1000.0	47999	-4.5682993	12.007747	65.74499	-82.916565	-4.5698323	12.009482	64.075714	-79.52989	-4.0573955	2.3344884	17.446873	-18.855263	3.646976	2.9358578	2.897721	720.757666349411
13	-344.21783	257.9741	-47.47181	-741.45154	488.57104	177.67053	689.6604	174.1335	525.875	1000.0	51999	-7.1111364	11.01601	54.206738	-80.25882	-7.1127276	11.014461	55.922485	-76.02386	-4.1461673	2.2982109	17.583519	-18.459806	6.23459	2.8509917	2.8408928	788.478845834732
14	-324.69455	281.74072	-25.77372	-727.1527	392.81024	156.47641	675.64795	15.972302	501.85715	906.4	55999	-9.0240135	10.091861	49.91951	-77.5616	-9.025345	10.093029	50.93285	-74.480286	-4.19313	2.2853239	15.080732	-17.840183	8.156196	2.795193	2.776869	855.6237351894379
15	-407.83133	309.95285	-75.4177	-827.53925	515.58795	156.3239	751.37805	306.7947	508.625	1000.0	59999	-10.49904	9.597139	47.27001	-75.852295	-10.499752	9.597198	42.321507	-77.19323	-4.2536273	2.2865458	16.259775	-18.224895	9.655505	2.8390033	2.8223062	924.1640357971191
16	-257.7755	204.2639	-17.375189	-644.7554	411.66425	206.73679	633.1838	-8.760769	405.81818	909.4	63999	-11.581129	9.202755	42.85433	-75.42757	-11.582043	9.202433	42.74134	-76.68607	-4.2555933	2.2918162	19.509605	-18.23339	10.757721	2.8680944	2.8546164	990.8633997440338
17	-193.77344	206.9483	-10.674684	-612.6103	323.08453	323.6652	761.3311	-209.79346	346.54544	1000.0	67999	-12.169808	8.646034	36.645966	-80.245834	-12.170394	8.646686	41.03318	-76.12349	-4.3413634	2.2655773	15.789444	-17.50523	11.363561	2.7717955	2.7562616	1058.010202407837
18	-212.64803	171.66968	-19.287523	-516.01404	366.7586	213.42802	668.1709	-10.083575	267.0	903.9	71999	-12.623708	8.337563	35.601696	-80.34522	-12.62428	8.337048	37.19199	-76.208885	-4.3721986	2.2576156	17.664568	-18.547962	11.839293	2.8574817	2.847968	1124.8428523540497
19	-229.76608	206.00565	-26.107695	-513.6826	464.5202	209.00746	715.4406	16.720585	440.44446	901.5	75999	-12.892245	8.094151	36.277725	-79.50024	-12.893199	8.094248	36.91763	-74.06443	-4.3774886	2.2476165	20.356771	-18.65789	12.1352	2.9160323	2.9082665	1192.866985797882
20	-215.27809	204.08403	-23.959047	-627.4787	499.12305	224.43896	743.16895	4.310461	352.41666	902.2	79999	-13.13769	8.070888	32.351078	-75.5936	-13.13783	8.068507	33.39024	-75.616	-4.372631	2.2640138	24.601225	-19.66528	12.376625	2.9487062	2.961117	1260.3620038032532
21	-246.48286	209.22409	-0.2453227	-620.7912	474.35342	186.2099	753.9184	88.0183	375.0	1000.0	83999	-13.113717	8.185306	31.929815	-81.04904	-13.114397	8.182867	30.778473	-80.08328	-4.4028454	2.2548997	20.60409	-20.632315	12.374382	2.9727426	2.988278	1328.095985174179
22	-259.05194	248.97832	-21.850632	-827.5877	420.1883	144.01688	659.43744	203.92206	374.36365	1000.0	87999	-13.059342	8.250337	33.067005	-78.78764	-13.059278	8.248178	29.722383	-76.90522	-4.430508	2.2413273	23.396765	-17.073875	12.337737	2.9904678	3.0135741	1394.3971073627472
23	-182.47212	151.68793	-8.877857	-468.12326	509.70273	180.98611	662.2795	36.478558	328.7	1000.0	91999	-13.209362	8.4042425	30.204128	-79.15773	-13.209201	8.399451	29.880192	-73.00561	-4.4390535	2.2500973	25.594475	-18.697002	12.503271	3.0450144	3.0851665	1461.2566359043121
24	-328.64963	255.62306	-15.875389	-756.9598	440.2702	175.66177	698.8303	248.86794	483.55554	1000.0	95999	-13.285773	8.7170105	32.401714	-74.651505	-13.286123	8.713353	33.0758	-73.54993	-4.4523277	2.265804	18.258837	-17.096792	12.594796	3.1112838	3.1366704	1527.6895899772644
25	-204.40697	172.04282	-21.204048	-534.6771	425.7531	206.74669	700.84955	-13.387661	375.9091	1000.0	99999	-13.345716	9.007714	31.550001	-73.34275	-13.345745	9.008022	29.779991	-77.51011	-4.4800873	2.2521043	20.771503	-21.049675	12.667512	3.1432924	3.1421103	1594.154319524765
26	-399.0643	361.5923	-36.873444	-1217.1542	226.16647	174.82797	474.05884	-5.2981	532.125	1000.0	103999	-13.486376	9.46645	31.285769	-74.51989	-13.486189	9.467174	30.883896	-76.995	-4.4868064	2.2439246	20.847763	-17.875498	12.82566	3.2365727	3.2457457	1660.6956975460052
27	-166.5273	204.12794	5.1510134	-574.48395	365.85468	213.28079	700.42883	15.152106	328.0	901.4	107999	-13.509903	10.03725	33.23192	-77.20874	-13.50929	10.036775	29.125874	-78.03242	-4.4755974	2.2911463	21.54469	-17.33903	12.84669	3.2345161	3.2431655	1725.5957686901093
28	-469.02432	295.3732	-140.58577	-851.91235	345.8776	262.758	676.1528	-52.196617	661.5	1000.0	111999	-13.489331	10.62405	29.460909	-77.544365	-13.489374	10.624765	29.243748	-78.4517	-4.5282435	2.280814	22.6039	-18.433405	12.833461	3.3159966	3.323103	1793.7836453914642
29	-190.23463	198.8615	8.504513	-580.79205	505.1145	134.76738	703.3335	222.53075	286.72726	1000.0	115999	-13.50144	11.222302	32.244564	-75.60721	-13.502812	11.221132	32.61767	-75.218704	-4.5718203	2.2818193	20.07203	-20.514324	12.857282	3.364434	3.3654761	1861.1061308383942
30	-196.91339	279.0969	1.0957198	-952.59595	531.47534	165.81836	759.08136	169.39911	310.07693	1000.0	119999	-13.171477	11.714298	32.215126	-79.16905	-13.1721115	11.712493	30.113176	-83.37639	-4.599164	2.2741833	23.530802	-17.917023	12.526486	3.3343031	3.3433344	1929.4240424633026
31	-305.94455	292.97028	-13.923416	-877.94543	316.3886	253.55788	772.51447	7.4787955	447.8	1000.0	123999	-13.146435	12.110991	29.468964	-76.453064	-13.147255	12.110069	29.469143	-80.78575	-4.6417093	2.2876875	20.09853	-17.497774	12.508955	3.3166232	3.3212907	1996.269784450531
32	-226.63525	164.48122	21.32102	-496.97202	350.29633	202.91048	612.73444	-2.4088762	372.72726	906.7	127999	-13.377177	12.6571865	29.131428	-76.31945	-13.3777685	12.656487	28.657875	-85.052315	-4.649895	2.2835073	19.610441	-17.796862	12.7519455	3.4962564	3.5056934	2060.2069873809814
33	-172.25587	171.81294	-18.220442	-544.7572	310.8703	125.50146	484.57812	5.140633	319.72726	901.5	131999	-13.431582	13.33432	28.17972	-81.92161	-13.432021	13.332468	28.137468	-85.57248	-4.5977874	2.2981484	20.748552	-17.384926	12.812034	3.5908089	3.6113777	2125.50705742836
34	-178.59612	162.50743	-1.2477672	-464.1472	455.50043	243.294	809.1423	5.3050694	359.92307	804.7	135999	-12.951987	13.945426	29.680698	-78.95815	-12.952249	13.943154	46.553516	-82.331764	-4.567346	2.2972631	21.237337	-17.771538	12.330078	3.5681841	3.6024199	2188.8244326114655
35	-192.59444	205.35103	-7.766789	-675.29767	477.7836	210.97803	763.0258	1.5196154	323.75	901.5	139999	-12.636174	14.327001	28.463047	-84.1838	-12.637217	14.325322	30.517427	-85.04986	-4.6135664	2.281578	27.337337	-17.402826	12.014496	3.5740519	3.5936677	2252.408661365509
36	-240.0453	290.2043	-17.730677	-942.3524	432.9616	105.24262	646.15186	268.11377	392.8889	1000.0	143999	-12.139214	14.611666	30.891096	-79.06874	-12.140365	14.608862	33.941795	-82.38447	-4.6241074	2.2975416	26.61813	-17.319328	11.517971	3.5271695	3.555161	2317.7150840759277
37	-269.1072	210.29025	-29.827875	-654.82117	403.5965	116.49131	603.07245	242.94565	480.375	1000.0	147999	-11.633793	14.986636	32.104046	-81.63324	-11.633011	14.98478	32.42641	-84.00543	-4.6400104	2.3031034	19.927336	-18.168901	11.002943	3.497708	3.5323148	2384.874507665634
