Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ1	LossQ2	Time
1	-100.365486	74.5747	-3.915609	-244.63062	-72.391075	75.10231	56.26484	-161.23898	103.86842	171.7	3999	5.717693	5.600602	40.80812	-10.968509	5.7180223	5.5974865	40.695766	-10.776733	-5.7689543	2.5867918	51.125534	-16.816568	-7.6868906	0.4052488	0.4222107	16.289305925369263
2	-120.33382	79.300224	-11.338726	-291.3706	-78.86937	39.430267	-9.798645	-147.9707	118.27273	100.5	7999	26.67552	11.664273	75.784294	-9.20076	26.675018	11.665143	77.367195	-9.258575	-2.6967092	3.3685653	21.386957	-20.014038	-29.529205	1.5605457	1.5473754	35.56109929084778
3	-104.57072	77.27674	-9.208089	-253.24492	24.674286	37.394238	94.2962	-41.174103	88.21277	200.0	11999	55.17606	15.4783	111.75473	-21.427864	55.176113	15.486278	110.94119	-26.68185	-1.2920405	3.890908	25.160149	-20.20773	-58.328007	4.6686993	4.636061	59.36695694923401
4	-121.94901	77.55097	-13.689574	-286.80914	41.37475	41.228516	95.92239	-29.608448	120.78125	185.2	15999	58.73997	14.73229	104.235825	-41.09356	58.740173	14.730786	103.813225	-44.94626	-3.2645798	3.152378	23.337345	-19.19106	-60.443516	5.2724233	5.2691774	86.14466309547424
5	-146.4764	73.682655	-5.459098	-268.5009	86.47553	15.239384	106.2061	57.04603	140.55173	200.0	19999	48.13572	13.485346	91.92264	-25.43323	48.13612	13.486536	90.96397	-29.971336	-3.8512375	2.9111855	21.631912	-19.177166	-49.494354	4.209377	4.1839557	112.81768012046814
6	-105.00722	76.962364	1.3354877	-270.47562	133.86339	27.20178	155.8679	75.63556	118.30303	200.0	23999	36.97822	12.207803	81.32586	-28.93374	36.97885	12.204514	81.111015	-27.307598	-4.417904	2.6524875	19.919386	-20.945341	-38.10233	3.534829	3.5402207	139.38711214065552
7	-113.75209	69.5698	2.8890781	-237.32603	131.63878	24.001196	152.15848	81.59736	140.96552	200.0	27999	26.701437	10.693692	70.765594	-19.328205	26.7031	10.686971	71.13147	-20.738684	-4.866918	2.423978	22.47682	-17.48717	-27.716328	2.8213716	2.8195932	166.3051929473877
8	-97.84393	65.54254	2.1134808	-237.22908	131.05829	32.325638	169.37756	61.90861	130.67741	189.6	31999	19.031572	9.389073	64.77708	-18.317049	19.034986	9.38096	62.93383	-22.606394	-5.073261	2.2951007	14.701051	-19.08945	-20.016703	2.4278762	2.4148853	192.4011526107788
9	-96.74072	51.01579	-11.261429	-206.93507	125.41042	23.596815	171.1076	101.829315	149.42308	200.0	35999	13.898384	8.24123	53.43692	-18.29329	13.902087	8.2364025	53.346443	-18.657284	-5.2375927	2.1724222	12.165909	-17.062267	-14.8570175	2.216826	2.215204	219.21928358078003
10	-112.904564	52.982677	-8.967345	-195.8923	130.7117	36.805737	169.5801	77.519066	178.52174	200.0	39999	10.527809	7.2121024	45.217773	-23.464281	10.53086	7.2080145	44.193844	-24.10948	-5.361563	2.078086	9.9136915	-17.735823	-11.454615	2.0867076	2.0749917	245.92160534858704
11	-89.650665	55.771755	3.3250206	-211.94128	131.45186	6.5498295	141.89488	120.344154	152.26923	200.0	43999	8.385056	6.443566	36.38889	-21.504787	8.38675	6.441416	38.875626	-21.606657	-5.42927	2.0415351	8.762322	-17.373634	-9.298708	1.9654115	1.9624932	272.76647782325745
12	-97.24541	58.302887	4.521477	-203.16682	130.34885	26.66327	182.73907	99.39465	151.15384	200.0	47999	6.973841	6.2133384	34.837856	-27.423899	6.97509	6.2111163	35.760822	-22.969168	-5.42273	2.0218346	9.8197365	-19.179312	-7.87108	1.9611535	1.9595547	299.3748984336853
13	-65.69889	39.84742	12.531658	-145.46683	135.32503	17.981964	177.36853	103.6906	167.83333	200.0	51999	6.0781116	6.080376	33.68709	-24.101997	6.079356	6.0816526	33.07451	-24.681435	-5.3895087	2.0230715	10.59319	-17.280613	-6.9627113	1.996304	1.9777156	325.8677840232849
14	-52.545506	49.444237	15.155805	-153.56387	146.9213	29.48373	176.7828	77.10042	131.7742	200.0	55999	5.714477	6.0538282	33.886322	-26.29985	5.715085	6.055091	33.914112	-23.589388	-5.35883	2.02071	8.709532	-17.56969	-6.5829344	1.9915942	1.9775058	352.70838046073914
