Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ1	LossQ2	Time
1	-142.75504	159.05095	-12.95875	-530.72015	-148.61546	232.60898	-5.426343	-790.3397	233.0	235.9	3999	5.052014	5.336866	34.534462	-20.330832	5.0515914	5.338503	32.974495	-20.663284	-3.025175	2.444435	37.64656	-16.818388	-6.5560956	0.40258545	0.4027317	43.37174034118652
2	-123.64704	159.03026	0.53210753	-556.98785	-19.06599	19.126842	9.821099	-52.078716	190.0	37.9	7999	25.126423	9.960998	66.30449	-17.838335	25.127174	9.959426	65.19501	-20.29541	-0.40876517	3.354563	21.526443	-15.163429	-27.32835	1.41429	1.422972	89.93490600585938
3	-176.57852	239.12633	-2.5500572	-819.2142	124.51576	250.68782	656.85266	-273.17743	201.05556	739.4	11999	47.36423	9.254157	80.02409	-15.617428	47.36383	9.2522955	81.449104	-12.802547	-0.06504285	3.4818122	25.064486	-16.732239	-49.48023	2.7950346	2.8004298	155.1425507068634
4	-178.64403	227.31686	13.067781	-623.88495	542.63556	118.00025	697.04474	328.16663	329.83334	1000.0	15999	51.629234	8.955504	92.38206	-16.977943	51.630295	8.952051	95.20279	-16.25373	-1.7145063	2.7093296	19.711216	-13.8038845	-52.80271	2.453044	2.4264185	223.65802192687988
5	-139.7803	178.79016	-8.206904	-616.5801	656.0371	149.59897	887.5971	446.59338	349.08334	1000.0	19999	46.749176	10.427768	90.398796	-20.24382	46.749523	10.428384	91.629684	-23.90468	-2.2540314	2.3819633	18.210896	-14.786634	-47.621506	2.2957416	2.2824972	292.2321436405182
6	-153.03938	136.69586	-8.680234	-394.85538	573.825	214.75548	778.4793	5.4263	419.3	901.3	23999	40.523094	9.24204	77.19925	-31.942678	40.5233	9.240846	78.07202	-29.505865	-2.464653	2.244385	20.744839	-17.091902	-41.30638	1.9124322	1.9031153	358.3665211200714
7	-66.29024	71.02022	16.046911	-244.09325	586.7354	203.67152	763.3098	23.057915	243.1875	906.0	27999	35.036266	8.642582	71.690926	-30.65494	35.03619	8.642645	70.1149	-36.799965	-2.606985	2.127985	17.726944	-16.988401	-35.715187	1.972633	1.9593716	424.96827483177185
8	-148.69794	167.34103	13.659713	-487.3041	616.48663	123.99202	744.626	295.39578	463.1111	1000.0	31999	30.87803	8.187934	60.27736	-45.775932	30.877247	8.188641	62.612053	-44.255867	-2.6148798	2.0792987	17.546558	-14.115983	-31.552265	1.7870015	1.795904	490.9229419231415
9	-43.452946	42.856388	10.384897	-144.75552	672.9325	117.08034	820.12225	434.0306	435.0	1000.0	35999	28.106117	8.273027	61.901974	-32.171844	28.106253	8.27195	61.892403	-28.505217	-2.6002414	2.0620258	17.255901	-16.003801	-28.760513	1.7653085	1.7512656	557.2693984508514
10	-59.122066	48.57115	-6.377265	-144.02296	454.4772	234.6471	819.4774	2.2045925	438.75	901.3	39999	26.043142	8.421074	59.743866	-28.173355	26.0426	8.421747	60.83347	-37.799873	-2.623806	2.0446544	16.975615	-14.097788	-26.656984	1.6980342	1.6886604	622.8649241924286
11	-86.9161	109.35462	7.387572	-341.20883	671.2467	128.2502	869.31305	443.21756	444.6	1000.0	43999	24.38945	8.69129	59.539635	-37.056755	24.389732	8.69339	60.636673	-40.86377	-2.624316	2.01476	16.067684	-15.622542	-24.965092	1.7568926	1.7323219	690.7895019054413
12	-74.44257	123.61864	-0.14522871	-347.17392	656.9796	91.7133	746.17975	462.75632	687.1667	1000.0	47999	23.170132	8.988374	61.780476	-32.264576	23.16986	8.990225	62.078873	-37.30375	-2.6030352	2.0016546	17.959269	-14.406231	-23.714361	1.7340231	1.7326993	757.3982999324799
13	-63.07687	57.368706	9.721709	-166.63702	732.12115	85.5107	868.41144	597.84235	437.44446	1000.0	51999	22.791662	9.24363	64.20584	-33.14687	22.791725	9.241329	64.89096	-34.312096	-2.560231	1.9960724	16.189297	-15.3643875	-23.329	1.734207	1.7439834	826.3487794399261
14	17.238092	54.60682	116.75578	-54.324207	640.84125	87.26363	719.5723	473.09692	492.125	1000.0	55999	22.00817	9.535844	63.988995	-22.332108	22.007713	9.536589	63.424786	-32.34565	-2.513354	1.9899229	19.421333	-14.298863	-22.514223	1.7435008	1.7452699	894.2033321857452
15	-109.22263	196.73187	66.217354	-477.2137	598.4894	168.6868	838.1657	231.7663	764.8	1000.0	59999	21.235842	9.852948	62.817783	-29.841465	21.235655	9.854087	62.435917	-28.4362	-2.4677348	1.9867803	16.670269	-16.28217	-21.710073	1.8675504	1.8611747	962.0511922836304
