Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
404	-11.559554	2.9062035	-4.3420334	-16.262142	60.0	-3.8839092	2.805925	0.10703871	-13.707246	1620000	-2.2411346e-08	0.16567574	-0.00910619	-0.06535621	-4.6170955	0.019099372	0.204	6.0	472.1037952899933
405	-11.770745	3.1710408	-4.061459	-16.523712	60.0	-3.738067	2.905593	0.15423363	-13.931619	1624000	-1.8119811e-08	0.12602401	-0.021024592	-0.068811804	-4.583026	0.008740605	0.171	79.0	473.389466047287
406	-11.536019	3.0524004	-3.9001546	-16.412977	60.0	-3.7960474	2.771287	0.14520437	-13.3610525	1628000	2.193451e-08	0.06673379	-0.0089802	-0.028581716	-4.665454	0.009772333	0.118	8.0	474.4714071750641
407	-11.718536	3.5518906	-3.8569832	-16.477165	60.0	-3.6579838	2.912947	-0.027645558	-13.657247	1632000	5.2928925e-08	0.056823283	-0.006902835	-0.028151358	-4.6485467	0.012627044	0.14975	4.0	475.5627245903015
408	-11.409431	3.4216666	-3.7573225	-16.484081	60.0	-3.6785395	2.8994265	0.54227173	-13.580099	1636000	-2.8133393e-08	0.10602846	-0.017556842	-0.06933339	-4.6443543	0.008767704	0.1385	79.0	476.7176492214203
409	-11.00181	3.7537224	-3.586222	-16.135698	60.0	-3.5903032	2.849266	-0.04540348	-13.514662	1640000	4.863739e-08	0.06516308	-0.013301543	-0.017168965	-4.6711097	0.009433322	0.15025	19.0	477.8229236602783
410	-11.341925	3.5044658	-3.7604945	-16.274431	60.0	-3.6975472	2.8596823	0.95344675	-13.638727	1644000	-4.196167e-08	0.20317262	-0.004869808	-0.10400543	-4.6638856	0.008976025	0.1245	2.0	479.2887122631073
411	-11.452541	3.2426744	-3.957186	-17.056633	60.0	-3.8415642	2.7399719	0.0594382	-13.69156	1648000	5.2452087e-08	0.15034878	-0.0027469322	-0.060660265	-4.6577334	0.014741775	0.1545	3.0	480.3883709907532
412	-11.230217	3.3686562	-3.615987	-16.06023	60.0	-3.6876173	2.7727606	0.5603026	-13.53818	1652000	-5.7697296e-08	0.12635681	-0.0068494044	-0.060512997	-4.6484256	0.0124802245	0.118	4.0	481.482852935791
413	-11.123127	3.794229	-3.3312466	-16.51869	60.0	-3.6019351	2.8536296	0.26897025	-13.718566	1656000	1.2969971e-07	0.064056985	-0.0018977165	-0.02703796	-4.6801934	0.008827739	0.08325	1.0	482.5283477306366
414	-11.296223	3.6015582	-3.8336473	-16.300362	60.0	-3.548604	2.876893	0.9392956	-13.808813	1660000	3.671646e-08	0.1914801	-0.002684716	-0.15181808	-4.7027097	0.01501176	0.242	1.0	483.6490638256073
415	-12.022178	2.980629	-3.7685776	-16.328905	60.0	-3.871838	2.86095	0.8281725	-13.621382	1664000	3.3378602e-09	0.2488032	-0.0012814775	-0.14615567	-4.680963	0.025808994	0.25525	1.0	484.75509309768677
416	-11.109069	3.5148494	-3.6060634	-16.116613	60.0	-3.7600074	2.860222	0.4167747	-13.941171	1668000	-3.051758e-08	0.08302041	0.0023727617	-0.039558668	-4.6519885	0.01632539	0.228	1.0	485.8246638774872
417	-11.421528	3.2446363	-3.5311987	-16.479782	60.0	-3.8634784	2.8239079	-0.10553479	-13.604409	1672000	-1.11579894e-07	0.095564745	0.00027222873	-0.048262488	-4.6707907	0.018007448	0.20125	1.0	486.88457202911377
418	-10.454819	3.5979207	-3.8295238	-16.770174	60.0	-3.3676598	2.746352	0.002347529	-13.663676	1676000	-3.1471252e-08	0.24372117	0.001538772	-0.15190788	-4.685561	0.022882652	0.26275	1.0	487.9235773086548
419	-11.134688	3.4835348	-3.4135973	-16.484064	60.0	-3.706106	2.8936899	0.1335814	-13.911012	1680000	-4.7683717e-08	0.107164815	-0.0029430261	-0.038080037	-4.6841903	0.009164422	0.13175	1.0	488.96746158599854
420	-11.360886	3.5151389	-3.4878955	-16.54464	60.0	-3.6442351	2.8484328	0.151247	-13.58458	1684000	-7.104874e-08	0.15707476	-0.005769944	-0.09159761	-4.7085676	0.010168619	0.12225	2.0	490.4629638195038
421	-10.98153	3.3323205	-3.8858109	-16.74123	60.0	-3.670528	2.767663	0.20921034	-13.713565	1688000	-5.1021576e-08	0.20268796	-0.00010075522	-0.104820594	-4.6590686	0.01811906	0.2535	1.0	491.55137872695923
422	-11.415804	3.4600847	-3.4905534	-16.143435	60.0	-3.702276	2.8640687	0.05163771	-13.895808	1692000	-7.2479246e-08	0.18523563	-0.002617613	-0.09299881	-4.6675653	0.009948563	0.18325	1.0	492.6195797920227
423	-11.449524	3.6545253	-3.3608093	-16.58033	60.0	-3.712186	2.8762622	0.01898697	-13.672593	1696000	2.0503998e-08	0.11459077	-0.0018284669	-0.059951458	-4.653249	0.028399775	0.28525	1.0	493.64862275123596
424	-12.005835	3.3996463	-3.6243196	-16.478262	60.0	-3.8552802	2.9803138	0.4378873	-13.895272	1700000	-5.4359436e-08	0.08318093	-0.0035975978	-0.03505203	-4.7296877	0.008152569	0.07125	1.0	494.78869128227234
425	-10.760391	3.8982713	-3.4343052	-16.898697	60.0	-3.4492612	2.8449988	0.09864485	-13.583222	1704000	-2.8610229e-08	0.087476864	-0.005120025	-0.04719165	-4.6813564	0.00782301	0.08325	2.0	495.91036343574524
426	-10.481288	3.6820714	-3.556099	-16.396278	60.0	-3.5305116	2.7654688	0.6042398	-13.657716	1708000	-9.536743e-09	0.10355217	-0.005186241	-0.040102184	-4.6819124	0.012122027	0.14075	4.0	497.0219452381134
427	-11.086763	3.7728124	-3.265305	-16.17396	60.0	-3.6393774	2.8653295	0.23798612	-13.596884	1712000	-9.727478e-08	0.072624154	-0.016096976	-0.024363752	-4.671845	0.008285109	0.155	79.0	498.2306833267212
428	-11.387938	3.3504822	-3.6216908	-16.314701	60.0	-3.7746646	2.758808	-0.033801824	-13.675242	1716000	-7.5817105e-08	0.080145575	-0.0042571304	-0.016967803	-4.7584133	0.011376834	0.099	5.0	499.3141689300537
429	-11.634964	3.542965	-3.6177397	-16.376205	60.0	-3.7636337	2.897273	-0.0106484	-13.815037	1720000	-9.059906e-09	0.0847011	-0.0058049946	-0.041547876	-4.750065	0.011390545	0.16325	6.0	500.37216210365295
430	-11.129671	3.7000098	-3.5286667	-16.345755	60.0	-3.6065633	2.8423395	0.962109	-13.660698	1724000	-3.027916e-08	0.24471627	-0.0016842823	-0.15981904	-4.7519593	0.010106935	0.1375	1.0	501.86602878570557
431	-10.91966	4.116998	-3.2946506	-16.413736	60.0	-3.4893694	2.8741484	0.1385364	-13.753139	1728000	-7.05719e-08	0.06662262	-0.0061842743	-0.01877715	-4.7668324	0.007906167	0.08	3.0	502.98742508888245
432	-10.586142	3.9259202	-3.3552618	-17.745985	60.0	-3.5406675	2.7330976	-0.15134549	-13.63287	1732000	-6.6757204e-09	0.26559675	-0.003232685	-0.14311846	-4.755899	0.022502173	0.272	1.0	504.12523341178894
433	-11.422597	3.0302854	-3.5119984	-16.22457	60.0	-3.710188	2.7674918	0.1161167	-13.587532	1736000	4.005432e-08	0.109305866	0.005698121	-0.049721137	-4.7630987	0.022305092	0.25325	1.0	505.20751690864563
434	-11.904399	3.187225	-3.6403868	-16.42175	60.0	-3.7033951	2.8869948	0.100375116	-13.781359	1740000	-1.2350083e-07	0.08611465	-0.0007210264	-0.033952035	-4.7916183	0.02328732	0.298	1.0	506.2917628288269
435	-10.736725	3.1751223	-3.3120887	-16.558855	60.0	-3.6392193	2.6176996	0.17133382	-13.1835985	1744000	-3.671646e-08	0.15664575	-0.0013955208	-0.059176967	-4.783586	0.018712291	0.227	1.0	507.37161898612976
436	-11.199946	3.6084194	-3.4541142	-16.578789	60.0	-3.7212493	2.8500416	-0.027007073	-13.555418	1748000	-1.0299683e-07	0.070171736	-0.0074422937	-0.03240939	-4.7659893	0.009499471	0.09275	2.0	508.4179754257202
437	-10.810128	3.2937586	-3.1822813	-16.580915	60.0	-3.7420442	2.7298665	0.94486946	-13.664907	1752000	-1.5497207e-08	0.16719858	-0.0027904967	-0.08920496	-4.777664	0.009268686	0.11175	1.0	509.5008533000946
438	-11.757069	3.500746	-3.2245378	-16.217175	60.0	-3.7358804	2.9641237	0.070592195	-13.602614	1756000	-8.583069e-08	0.08014879	-0.0008555617	-0.03258029	-4.7795568	0.02445315	0.26175	1.0	510.5571029186249
439	-11.68533	3.4660413	-3.3105755	-16.344597	60.0	-3.676407	2.908117	-0.060395002	-13.505578	1760000	1.0538101e-07	0.09938796	-0.006454773	-0.03988983	-4.8032365	0.0128426235	0.17925	6.0	511.6049282550812
440	-11.476083	3.350883	-3.3727777	-16.421776	60.0	-3.6305552	2.8569448	0.12321052	-13.527425	1764000	-7.176399e-08	0.095477164	-0.0029664375	-0.04830547	-4.789753	0.014780795	0.21375	1.0	513.1022992134094
441	-11.063645	3.315256	-3.2569711	-16.382004	60.0	-3.7895768	2.7521374	0.178514	-13.55406	1768000	-6.67572e-08	0.07851825	0.0022977905	-0.031642646	-4.780495	0.017911019	0.2455	3.0	514.278966665268
442	-12.315273	2.910428	-3.5413353	-16.786406	60.0	-4.005492	2.9523826	0.05546093	-13.548325	1772000	-1.11579894e-07	0.07442448	0.0006104388	-0.033886176	-4.80013	0.017884957	0.22625	1.0	515.3853058815002
443	-10.984145	3.689213	-3.2768078	-16.826881	60.0	-3.5224175	2.8999448	0.076165766	-13.958503	1776000	-5.3882598e-08	0.14435135	0.008862719	-0.061088845	-4.814306	0.04696204	0.34	1.0	516.4185476303101
444	-11.71644	3.333034	-3.2686632	-16.257885	60.0	-3.6436493	2.9133365	0.20869875	-13.787429	1780000	-1.1444092e-08	0.103641726	-0.0023145839	-0.04396515	-4.803691	0.009043434	0.15225	3.0	517.5419971942902
445	-11.093654	3.475054	-3.4200127	-16.213068	60.0	-3.607242	2.8406289	0.40669563	-13.735996	1784000	-4.768372e-10	0.092249215	-0.005434186	-0.031038508	-4.8098507	0.014519644	0.166	3.0	518.5891165733337
446	-10.683003	3.6037328	-3.2998843	-16.748117	60.0	-3.4201748	2.681694	0.007915258	-13.423611	1788000	7.6293944e-08	0.09226581	-0.002657075	-0.020278275	-4.8248363	0.010608917	0.15225	1.0	519.6355051994324
447	-10.7599945	3.6069317	-3.3385227	-16.491173	60.0	-3.6814668	2.7300937	0.064878464	-13.460946	1792000	1.001358e-07	0.11358921	-0.012169777	-0.03951194	-4.7796836	0.013503302	0.16225	19.0	520.7334382534027
448	-11.630511	3.478819	-3.0827692	-16.46556	60.0	-3.7044814	2.9518626	0.380336	-13.883379	1796000	1.17778775e-07	0.14440474	-0.0055560167	-0.083717525	-4.82489	0.0073322845	0.098	2.0	521.7743713855743
449	-10.570999	4.0630946	-3.0806067	-16.307682	60.0	-3.334508	2.8196173	0.02909267	-13.6183605	1800000	2.861023e-09	0.06289884	-0.0046660914	-0.024832036	-4.8233156	0.007906851	0.08875	3.0	522.8683652877808
450	-11.673826	3.0516152	-3.5542548	-16.518217	60.0	-3.8820355	2.8323724	0.14932781	-13.712681	1804000	-6.818772e-08	0.06710661	-0.00520662	-0.016631607	-4.8279266	0.012624341	0.146	6.0	524.3735916614532
451	-11.36518	3.2848432	-3.3527355	-16.379536	60.0	-3.5846672	2.8393772	0.25460646	-13.774709	1808000	1.13487246e-07	0.0645019	-0.0028354335	-0.020457394	-4.822648	0.012628045	0.1295	1.0	525.5584945678711
452	-11.128512	3.930338	-3.1361172	-16.528465	60.0	-3.3962057	2.910767	0.30352867	-13.549355	1812000	8.1539156e-08	0.18502073	-0.0060530435	-0.1113064	-4.833965	0.011293064	0.1745	1.0	526.6067161560059
453	-11.42217	3.1292067	-3.369601	-16.159412	60.0	-3.6623893	2.8115957	-0.0034209192	-13.703264	1816000	9.536743e-09	0.11875889	-0.0023686395	-0.08543592	-4.8421707	0.011982485	0.10525	2.0	527.6486389636993
454	-11.799475	3.3358266	-3.3360326	-16.60468	60.0	-3.839516	2.9016917	0.2254777	-13.684142	1820000	-9.632111e-08	0.07905049	-0.0045170938	-0.033375066	-4.838367	0.012799224	0.1295	3.0	528.7415072917938
455	-11.955234	3.1538396	-3.4858687	-16.182718	60.0	-3.6553779	3.0079122	0.1915133	-13.550024	1824000	1.525879e-08	0.0567399	-0.0102030095	-0.025620215	-4.8453507	0.011758332	0.1935	16.0	529.8048965930939
456	-11.778574	3.1299844	-3.1520214	-16.67244	60.0	-3.694574	2.8699427	0.20198381	-13.659175	1828000	-1.0490417e-08	0.0854572	-0.006102862	-0.033755742	-4.834121	0.008166876	0.0985	4.0	530.8516891002655
457	-11.051158	4.067167	-3.1783638	-16.532385	60.0	-3.44271	2.90407	0.13547903	-13.527842	1832000	-2.861023e-09	0.06839464	-0.0045916177	-0.023053117	-4.8851514	0.014021146	0.11175	1.0	531.8935995101929
458	-10.816975	3.4642258	-3.7994337	-16.584066	60.0	-3.4533987	2.7045135	0.14559495	-13.429046	1836000	8.34465e-08	0.10610663	-0.0044908235	-0.031816274	-4.8896117	0.0058891326	0.042	1.0	532.9325902462006
459	-11.388114	3.7185583	-3.8217213	-16.19857	60.0	-3.571128	2.8911443	0.05209729	-13.79897	1840000	1.1062622e-07	0.066048704	-0.002675611	-0.020883262	-4.8606887	0.00803264	0.09225	3.0	533.9719257354736
460	-10.943141	4.06762	-3.2728348	-16.306063	60.0	-3.4055054	2.914637	0.42721462	-13.498376	1844000	-5.531311e-08	0.06493404	-0.0052910997	-0.017778665	-4.8573065	0.013470618	0.13425	1.0	535.4907159805298
461	-11.449913	3.419803	-3.4363189	-16.228926	60.0	-3.5452418	2.8655844	0.11436865	-13.465755	1848000	-5.00679e-08	0.095433794	-0.0020117569	-0.033776104	-4.870507	0.00646982	0.15	3.0	536.608195066452
462	-11.046251	3.7546172	-3.023861	-16.303883	60.0	-3.5246077	2.9175222	0.40120628	-13.149968	1852000	1.0967255e-07	0.06609021	-0.0009842272	-0.030952785	-4.863529	0.02014805	0.232	1.0	537.6328942775726
463	-11.364472	3.2624614	-3.1104088	-16.17205	60.0	-3.6835854	2.806302	0.026381016	-13.626286	1856000	9.584427e-08	0.065804355	-0.0016817116	-0.028365742	-4.87643	0.015719004	0.19125	1.0	538.7174789905548
464	-11.472244	3.5921924	-3.1141393	-17.840393	60.0	-3.508149	2.8907485	0.3537256	-13.711424	1860000	2.3841858e-08	0.08289087	-0.0038825253	-0.023586739	-4.8573484	0.012669437	0.14375	1.0	539.8297688961029
465	-10.601385	3.3505902	-2.9273274	-15.770448	60.0	-3.346491	2.6903772	0.15136382	-13.761876	1864000	-9.536744e-10	0.10330366	-0.0028116165	-0.029020578	-4.855621	0.011893815	0.1215	1.0	540.9150915145874
466	-11.618619	3.3071556	-3.174908	-16.330864	60.0	-3.6814916	2.9162087	0.055963248	-13.660131	1868000	-1.1658668e-07	0.05091814	-0.00015109467	-0.014747243	-4.8925214	0.008064995	0.08075	1.0	541.9707312583923
467	-10.884788	3.8702912	-3.2386005	-16.250814	60.0	-3.3916662	2.913732	0.6546896	-13.580852	1872000	-4.386902e-08	0.11154293	0.00038376043	-0.06366579	-4.9158964	0.01379136	0.18925	1.0	543.0463984012604
468	-11.395927	3.8453894	-2.7926657	-16.838861	60.0	-3.5870383	2.9210346	0.7638993	-13.827577	1876000	4.8160555e-08	0.09481778	1.3303757e-06	-0.053055026	-4.8746953	0.022704976	0.219	1.0	544.1085622310638
469	-11.032251	3.721798	-3.2009296	-16.722559	60.0	-3.5387788	2.8353953	0.26427233	-13.960117	1880000	5.2928925e-08	0.06497032	-0.0017490444	-0.026244521	-4.8852468	0.013153275	0.16425	2.0	545.1725189685822
470	-10.831382	3.5465274	-3.0854235	-16.286472	60.0	-3.417569	2.793043	0.97326744	-13.856236	1884000	-9.393692e-08	0.1193352	-0.0037959716	-0.06352859	-4.900711	0.010547027	0.1635	1.0	546.7027878761292
471	-11.207734	3.8490489	-3.0773559	-16.47909	60.0	-3.4807374	2.9196332	0.04776323	-13.550871	1888000	-4.7683717e-08	0.056560583	-0.003919959	-0.018661939	-4.8183775	0.0056461813	0.06525	1.0	547.8036909103394
472	-10.712757	4.2338905	-3.2228274	-16.74328	60.0	-3.3120008	2.8946257	1.7926741	-13.659218	1892000	6.9141386e-08	0.058655713	-0.005151707	-0.020562392	-4.8799205	0.01381838	0.19575	1.0	548.820285320282
473	-11.234214	3.6003587	-3.1927109	-16.625647	60.0	-3.542767	2.8161848	0.018703908	-13.717061	1896000	-4.482269e-08	0.06825096	-0.0047393767	-0.028795209	-4.8763576	0.01509003	0.13825	2.0	549.8768625259399
474	-10.194258	3.8897872	-3.0668783	-16.270195	60.0	-3.313189	2.7891877	0.11988056	-13.702997	1900000	8.797645e-08	0.06285817	-0.0018237643	-0.018602457	-4.9089775	0.017607866	0.213	3.0	551.0300319194794
475	-10.918182	3.652593	-3.3717113	-16.239037	60.0	-3.4245973	2.8625703	0.14388695	-13.622191	1904000	-1.5735626e-08	0.06432396	0.0008535094	-0.015380077	-4.90322	0.009695893	0.154	1.0	552.0948343276978
476	-11.320616	2.8829603	-3.0356236	-16.63719	60.0	-3.6890974	2.7673104	0.38699237	-13.151943	1908000	-1.3923645e-07	0.10069425	0.00012721824	-0.04438922	-4.9138303	0.03882976	0.34025	1.0	553.1128118038177
477	-11.125029	3.6482775	-3.549033	-16.31468	60.0	-3.6439185	2.832717	-0.026235938	-13.51041	1912000	8.010864e-08	0.113634184	-0.0024194908	-0.059319783	-4.872046	0.009887324	0.09775	3.0	554.1934216022491
478	-10.806429	3.9069383	-3.3558397	-16.286013	60.0	-3.4523776	2.877393	-0.047124594	-13.635327	1916000	2.8610229e-08	0.046969224	-0.00733702	-0.012709282	-4.9168754	0.00920899	0.1055	4.0	555.2731692790985
479	-10.851559	3.8550522	-3.4661853	-16.34292	60.0	-3.2874234	2.850413	0.050393224	-13.658828	1920000	-2.0980835e-08	0.072066866	-0.019264583	-0.03991082	-4.9050407	0.012117558	0.196	79.0	556.4934911727905
480	-10.984087	3.8505735	-3.3456006	-16.131052	60.0	-3.2859154	2.9097266	0.095502585	-13.609135	1924000	6.2465666e-08	0.049723588	-0.012820152	-0.019987848	-4.958069	0.013851664	0.14175	20.0	558.0377554893494
481	-10.890433	3.372317	-3.1939926	-16.371265	60.0	-3.5673985	2.8435998	0.03770545	-13.569526	1928000	-5.4836274e-08	0.043305956	0.00923892	-0.015675463	-4.973821	0.02548383	0.3435	8.0	559.144730091095
482	-11.292491	3.1964488	-3.5780673	-16.014475	60.0	-3.4633722	2.8430057	0.076721996	-13.575982	1932000	-2.3841857e-09	0.06572914	0.009303685	-0.024832811	-5.0135274	0.031385344	0.28425	1.0	560.1611318588257
483	-10.868072	3.1989832	-3.3925524	-16.143135	60.0	-3.6438866	2.7919345	0.05429992	-13.540094	1936000	-1.1920929e-08	0.05780731	0.013006369	-0.018679533	-5.006579	0.041762676	0.36825	1.0	561.2949645519257
484	-10.995103	4.0599732	-3.2895508	-16.296495	60.0	-3.4723032	2.85771	-0.04444027	-13.773666	1940000	-9.1552735e-08	0.057182115	-0.0027923689	-0.014213841	-4.95765	0.008195562	0.091	1.0	562.3843712806702
485	-10.474624	3.498614	-3.307691	-16.13893	60.0	-3.3380175	2.7264762	0.055000305	-13.328265	1944000	-8.4877016e-08	0.04671026	0.003238988	-0.011757992	-4.9930615	0.018419059	0.31475	1.0	563.4986100196838
486	-10.240368	3.360348	-3.5222626	-15.716895	60.0	-3.2766724	2.6521049	0.23705494	-13.283311	1948000	-1.2111664e-07	0.057083223	0.006936903	-0.020766549	-4.963792	0.0421369	0.3165	1.0	564.5909821987152
487	-10.699692	3.7515438	-3.340821	-16.383987	60.0	-3.4670641	2.7810702	0.0055198073	-13.376227	1952000	-1.6212464e-08	0.054888483	0.007148984	-0.031784452	-5.014045	0.028667485	0.32125	1.0	565.6677684783936
488	-11.313351	3.471617	-3.3687162	-16.625837	60.0	-3.5535297	2.8329697	0.6858372	-13.314244	1956000	-9.75132e-08	0.114627846	0.0020198994	-0.061776374	-4.965969	0.02295754	0.24625	1.0	566.7632660865784
489	-11.3274555	3.6178226	-3.3650417	-16.533474	60.0	-3.7262652	2.9081595	0.2290217	-13.671939	1960000	-3.1471252e-08	0.05960538	-0.0010664616	-0.02052762	-5.0080266	0.013689518	0.16575	1.0	567.8193962574005
490	-10.268812	3.6818132	-3.1782007	-16.173904	60.0	-3.1972237	2.739621	0.09437972	-13.539466	1964000	1.5735626e-08	0.0748562	-0.0020441548	-0.028295428	-5.018429	0.006137446	0.06925	1.0	569.3050060272217
491	-11.922635	2.9775739	-3.9943128	-16.525747	60.0	-3.8160164	2.9105482	0.08443457	-13.715111	1968000	-1.4781952e-07	0.042376578	0.011596378	-0.015177419	-4.982092	0.040566824	0.402	1.0	570.3785514831543
492	-11.665219	3.2545464	-3.6775646	-16.448162	60.0	-3.695267	2.9135697	0.31750256	-13.777374	1972000	-8.678436e-08	0.09723525	0.010232705	-0.05745112	-4.9862666	0.039376806	0.30825	1.0	571.4640018939972
493	-11.129812	3.598461	-3.6884747	-16.357601	60.0	-3.5359232	2.8775964	0.068900764	-13.741395	1976000	-1.0490417e-08	0.048536662	0.002104547	-0.012472358	-4.9771037	0.014998645	0.264	1.0	572.5898547172546
494	-10.668948	3.6688256	-3.072807	-16.251337	60.0	-3.4223511	2.7602217	0.047113806	-13.81101	1980000	4.148483e-08	0.09852927	0.006451154	-0.03545726	-5.0008197	0.01893107	0.32425	1.0	573.6902492046356
495	-10.714712	3.6327796	-3.1580155	-16.660215	60.0	-3.4060948	2.7522414	0.04017368	-13.509203	1984000	-3.8146972e-08	0.045893162	-0.0013057289	-0.014229551	-5.0011206	0.011445692	0.16025	1.0	574.7516310214996
496	-10.370404	4.254945	-3.0379503	-16.580267	60.0	-3.2315707	2.8053286	0.104191124	-13.666186	1988000	1.7166137e-08	0.08162935	-1.1164665e-05	-0.047605414	-5.0221844	0.014183868	0.14475	1.0	575.8551497459412
497	-11.670727	2.7748299	-3.8374276	-16.46406	60.0	-3.6799052	2.8480518	0.09717655	-13.59368	1992000	-2.9563903e-08	0.060350906	0.0057168915	-0.026809346	-5.029455	0.021321319	0.256	1.0	576.9101696014404
498	-10.74356	3.3463144	-3.2731183	-16.70304	60.0	-3.3568816	2.8672516	0.5254526	-13.735448	1996000	1.06573104e-07	0.09394377	0.013523338	-0.047298945	-4.9934425	0.026912486	0.3465	1.0	577.9802548885345
499	-11.206007	3.7647443	-3.0396678	-16.564726	60.0	-3.601508	2.90445	0.113162845	-13.438299	2000000	4.768372e-10	0.049472652	0.002623395	-0.01968137	-5.0514064	0.015940676	0.18275	1.0	579.0413961410522
500	-10.470806	3.4341898	-2.9543314	-16.26652	60.0	-3.211923	2.717135	0.83480644	-13.477311	2004000	-5.1498414e-08	0.059707996	-0.00026455548	-0.02587011	-5.0264034	0.02629459	0.31175	1.0	580.5876908302307
501	-11.098862	3.745539	-3.233392	-16.499315	60.0	-3.4515624	2.8703837	0.10074875	-13.9047365	2008000	-2.7656554e-08	0.052718762	-0.0035704493	-0.018718481	-5.005289	0.0056599486	0.1165	1.0	581.6872370243073
502	-10.660294	3.7813823	-2.7178745	-16.262653	60.0	-3.293276	2.8418705	0.018235803	-13.389711	2012000	8.106232e-09	0.096026585	0.005492609	-0.04985009	-5.0168104	0.032869205	0.3155	1.0	582.7168469429016
503	-11.696464	3.1313195	-2.8037076	-16.450626	60.0	-3.7690468	2.8771517	-0.021515965	-13.77985	2016000	1.1301041e-07	0.093117766	0.00041351223	-0.051902555	-5.0014176	0.015626755	0.155	1.0	583.8401780128479
504	-10.473676	4.2304764	-2.9749238	-16.43192	60.0	-3.2671952	2.9406478	0.053911597	-13.749222	2020000	2.2888184e-08	0.051616818	0.0033699404	-0.017030109	-5.003197	0.011778275	0.1345	1.0	584.8940229415894
505	-11.572263	3.2989984	-3.3877723	-16.325148	60.0	-3.5636606	2.904766	0.51665604	-13.82375	2024000	5.3405763e-08	0.11998933	-0.005318997	-0.06287979	-5.0183806	0.010681708	0.12675	1.0	585.9609382152557
506	-11.137177	3.7299564	-3.3967	-16.406084	60.0	-3.4539714	2.9135087	0.063510925	-13.38397	2028000	3.6001204e-08	0.06162804	0.006466085	-0.022268742	-4.9984183	0.037527464	0.3295	1.0	587.0153596401215
507	-10.673057	3.956269	-3.070402	-16.78321	60.0	-3.3123593	2.8256776	0.13331226	-13.487634	2032000	7.343292e-08	0.10504953	-0.0011933018	-0.065280415	-5.049755	0.01892146	0.203	1.0	588.0675897598267
508	-11.257475	3.1214185	-3.275351	-16.140871	60.0	-3.5623326	2.8377447	0.5100552	-13.543626	2036000	3.385544e-08	0.08272499	-0.0018609309	-0.04276512	-5.036896	0.010311565	0.1025	2.0	589.1425821781158
509	-11.251612	3.8818138	-3.1055214	-16.512068	60.0	-3.3924727	2.9053578	0.19317365	-13.512216	2040000	1.2350083e-07	0.09130705	-0.001819242	-0.034093183	-5.0324545	0.006783142	0.076	2.0	590.1925597190857
510	-10.6396	4.015642	-2.9844394	-16.603418	60.0	-3.415238	2.8202803	0.0040318966	-13.651882	2044000	-1.4019012e-07	0.08287264	-0.004133232	-0.026724748	-5.019499	0.012008837	0.18725	6.0	591.7067048549652
511	-11.305956	3.2579064	-3.064303	-16.133123	60.0	-3.6397836	2.820745	0.068739295	-13.556814	2048000	5.2452087e-08	0.07924611	-0.005903783	-0.024262544	-5.0410004	0.008761517	0.146	2.0	592.8142714500427
512	-10.896851	4.007291	-3.1651645	-16.075214	60.0	-3.3585756	2.9033427	0.012288839	-13.6194515	2052000	1.5449524e-07	0.06141694	-0.008892622	-0.019750755	-5.0207067	0.013852785	0.1085	13.0	593.8965198993683
513	-11.546793	3.4569042	-3.036769	-16.414291	60.0	-3.5940747	2.9416041	0.053624988	-13.383847	2056000	-1.4305114e-08	0.07546706	-0.011581684	-0.04380258	-5.0555077	0.006187355	0.16375	79.0	595.168459892273
514	-11.258896	3.3839438	-3.1855462	-16.347069	60.0	-3.6877143	2.7934978	0.15835813	-13.436889	2060000	-2.3841858e-08	0.10644014	-0.0028988668	-0.072452664	-5.0475745	0.012962001	0.1315	1.0	596.2322316169739
515	-11.558697	3.7070048	-3.2569494	-16.322546	60.0	-3.4053211	2.9698262	1.4042324	-13.475117	2064000	-1.1587143e-07	0.2755249	-0.0033047567	-0.22742376	-5.0766006	0.00928286	0.09375	1.0	597.2811317443848
516	-10.698143	3.5302548	-3.1764107	-16.282703	60.0	-3.312097	2.7451785	0.029753417	-13.476391	2068000	-2.7656554e-08	0.17759274	-0.0039568464	-0.089935	-5.034459	0.011946237	0.1615	1.0	598.3164169788361
517	-11.487598	3.2168555	-3.1204503	-16.243076	60.0	-3.6508002	2.865004	0.1221554	-13.429958	2072000	-1.8048287e-07	0.11951742	-0.002479627	-0.07663505	-5.083744	0.0074706194	0.13475	3.0	599.4083397388458
518	-10.474672	3.6222625	-2.9755838	-16.39226	60.0	-3.3712397	2.7030897	0.006937951	-13.19441	2076000	1.0347366e-07	0.111838706	-0.0043032416	-0.04124967	-5.0457754	0.0189226	0.25725	2.0	600.4532568454742
519	-11.415987	2.8141787	-3.414445	-16.081488	60.0	-3.5244536	2.8077757	0.06437817	-13.540364	2080000	-6.055832e-08	0.124681816	-0.0030833355	-0.054028034	-5.071073	0.00980027	0.13075	2.0	601.508777141571
520	-10.025436	3.695778	-2.8212311	-16.098297	60.0	-3.3060825	2.69647	0.3189358	-13.580524	2084000	4.196167e-08	0.1113253	-0.0007693057	-0.039463714	-5.0626316	0.015897714	0.189	3.0	603.1067545413971
