Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ1	LossQ2	Time
1	-29.756466	31.60218	43.000313	-99.23431	79.53941	39.586563	149.19695	-6.1463847	94.97619	200.0	3999	5.120647	4.3472347	31.981028	-7.7144756	5.120978	4.3494744	31.128471	-7.757665	-4.1441035	1.7515693	53.81899	-17.551987	-6.280758	0.3794259	0.36903974	20.821932077407837
2	-35.198853	36.239845	23.759995	-182.7221	-42.877125	50.078674	54.395634	-113.415634	86.695656	149.9	7999	19.147335	8.877987	63.25695	-6.6239114	19.146887	8.884825	62.45212	-7.3030276	-2.0441258	2.5699003	16.295673	-17.168133	-20.776114	1.3607109	1.3071594	46.619022369384766
3	-40.035282	37.13701	5.777425	-155.02644	31.456059	52.493393	121.0362	-41.822155	87.95556	184.8	11999	36.12703	11.299708	81.587105	-12.434377	36.126194	11.315662	79.586914	-11.070966	-1.0714396	2.8843155	20.147995	-16.306238	-37.892223	3.0017095	2.858227	72.76619029045105
4	-32.616013	30.877577	12.170922	-99.161606	88.593704	53.048775	142.27931	-21.160784	134.66667	187.8	15999	41.178467	11.9766865	82.11286	-12.871527	41.179043	11.976307	81.48605	-15.068849	-1.8054924	2.4968126	17.684261	-14.430673	-42.30047	3.1573362	3.1605911	97.92016458511353
5	-21.569265	29.82728	53.33816	-83.220406	126.012924	29.448944	171.57472	81.89065	117.78788	200.0	19999	38.270523	12.389504	81.783	-20.730381	38.270874	12.389663	81.91521	-22.11918	-2.1168528	2.3426266	18.87156	-16.230448	-39.09954	3.0745099	3.0520933	123.59980916976929
6	-10.9369135	28.58581	36.651443	-89.96489	133.70044	36.250183	214.75601	65.186584	136.9	200.0	23999	33.966637	11.371313	77.81275	-18.797276	33.966785	11.3743725	76.14194	-24.9831	-2.3277724	2.1899538	18.740496	-18.254353	-34.651142	2.8601513	2.8035681	149.12983512878418
7	-3.6776383	28.538414	49.86295	-76.44148	148.39299	29.057903	200.7202	108.98099	147.48148	200.0	27999	30.154732	10.185863	72.592545	-25.203287	30.15427	10.191048	72.862854	-17.9673	-2.4364529	2.0908413	22.290424	-14.993656	-30.75605	2.6593308	2.6041903	174.55679869651794
8	-2.469547	23.713049	51.10141	-50.70608	134.9404	34.418076	185.17422	82.0758	174.43478	200.0	31999	27.127453	8.947964	65.55963	-15.214199	27.127653	8.948782	65.47367	-22.138721	-2.5350373	1.9960892	21.73252	-15.168283	-27.676699	2.328479	2.3115773	200.00263833999634
9	21.298286	34.364285	100.90732	-72.504555	161.82988	11.244765	182.85394	142.31834	149.22223	200.0	35999	24.883217	8.42124	61.09174	-24.907887	24.884382	8.418683	61.14266	-14.29519	-2.5577548	1.9638271	16.301529	-16.090437	-25.40868	2.2724528	2.268418	225.387939453125
10	34.70064	38.68117	107.24166	-49.65795	173.32434	14.559184	191.33693	141.39253	143.18518	200.0	39999	23.762293	8.127894	59.13488	-17.398344	23.762648	8.125372	58.768856	-18.109608	-2.5322585	1.9175444	19.824715	-13.983587	-24.266338	2.2436032	2.2438056	251.22799491882324
11	38.442028	29.89228	124.600975	-20.102283	162.97403	11.771453	181.7936	147.21263	177.52174	200.0	43999	23.348995	7.9042683	59.658707	-15.698854	23.34977	7.9021006	59.713028	-17.350946	-2.5065048	1.8843613	16.13828	-16.285725	-23.846928	2.1607857	2.1636386	276.6923141479492
12	41.178535	39.89129	106.89159	-44.52301	167.8375	21.382456	222.84459	142.19182	177.72728	200.0	47999	23.64845	7.9965396	59.163254	-20.596785	23.648678	7.995345	58.949352	-20.624193	-2.4641607	1.8711455	27.791315	-14.569084	-24.130684	2.1468847	2.1394343	302.44617533683777
13	63.77612	33.47714	143.61256	1.6585877	161.6257	21.704424	206.45105	126.97374	175.39131	200.0	51999	24.218002	8.1213	56.835052	-16.354609	24.218277	8.120955	58.368553	-26.211994	-2.4587846	1.8529053	16.819347	-15.680983	-24.686836	2.2023776	2.1984968	327.8317856788635
14	66.578575	30.55577	118.084435	16.145452	140.4835	45.41489	214.697	53.563618	181.5	200.0	55999	24.89868	8.305028	54.922367	-21.560804	24.898233	8.30772	56.14402	-15.628514	-2.4006789	1.8548114	17.159286	-15.078192	-25.35336	2.2107265	2.1985717	353.1683552265167
15	64.6446	27.586641	125.47108	14.613723	175.10765	15.928706	200.64113	149.83191	173.0	200.0	59999	25.71455	8.481184	55.867455	-20.717575	25.715067	8.480885	57.82041	-19.768059	-2.3737204	1.853381	23.373772	-14.300688	-26.162691	2.2591958	2.2421026	378.6063256263733
