Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ1	LossQ2	Time
1	-202.2848	289.5242	-19.602638	-1160.0634	-286.3316	672.1424	-27.734903	-2298.947	151.0	122.3	3999	3.9249613	5.323051	36.120792	-23.845858	3.9246004	5.3241124	36.30689	-23.58873	-4.618464	3.4193692	30.349258	-19.18005	-6.2368484	0.4644587	0.45697632	13.657792091369629
2	-339.57935	431.77603	-19.094126	-1229.1459	-331.37503	625.79895	-46.3994	-2181.4087	259.8125	133.6	7999	32.679234	15.954585	107.58737	-20.061977	32.680004	15.955508	107.70918	-20.467505	1.6488643	5.1752367	35.483498	-17.980347	-37.146275	2.1781886	2.1629474	37.3221640586853
3	-284.54364	526.2828	-20.288935	-2793.3643	-522.148	633.0287	-38.216763	-1768.8855	131.73077	276.4	11999	104.94446	26.795769	182.95018	-54.488518	104.94752	26.776516	203.51541	-56.63305	7.149453	6.8817806	53.878174	-17.222418	-111.79069	10.949985	11.061926	74.63811922073364
4	-424.95953	599.37946	-24.811712	-2161.9077	-204.9313	162.18405	-29.3088	-497.9819	211.80952	314.0	15999	117.45367	16.471508	179.4898	-63.255615	117.45426	16.447556	175.91963	-65.56312	-0.63383067	4.729446	42.81929	-20.631456	-119.598564	9.997344	9.962595	114.27609157562256
5	-439.07205	444.10437	-63.031136	-1368.2568	-55.12371	104.83807	117.83889	-230.51921	346.83334	898.6	19999	87.65555	15.487562	149.9096	-59.72223	87.65618	15.477061	149.25395	-55.96054	-3.3133519	3.3775408	32.18081	-17.158535	-89.07417	5.1593547	5.094843	162.5211148262024
6	-271.44305	259.68286	-34.16743	-976.7654	354.89755	131.5264	579.8431	153.59506	224.64285	1000.0	23999	62.056664	13.658295	118.68249	-42.560093	62.05635	13.666298	115.92679	-33.44123	-4.336484	2.823711	35.58734	-19.20572	-63.308876	3.4450414	3.4212751	214.90987586975098
7	-376.3725	393.1337	-19.815702	-1047.4594	567.8875	149.30003	815.6631	267.68848	450.9	1000.0	27999	44.1815	12.468015	89.18813	-26.82377	44.18115	12.468756	88.69275	-32.072582	-4.6729255	2.5896585	26.78491	-17.638077	-45.434277	2.6180484	2.6205704	264.8916153907776
8	-307.91238	305.63293	-12.752377	-886.37885	547.7621	121.970314	722.0133	315.86804	374.45456	1000.0	31999	32.83712	12.004463	73.7123	-28.527657	32.837215	12.003825	72.288025	-25.362055	-4.828634	2.422709	18.441896	-17.51786	-34.080284	2.2619956	2.267441	315.8097815513611
9	-215.08327	174.6511	-13.177542	-548.683	603.3148	127.68718	776.7803	379.88718	319.66666	1000.0	35999	24.542986	11.762442	62.743874	-33.312756	24.542002	11.763053	62.678772	-37.29389	-4.872801	2.3282156	18.055485	-18.792328	-25.741295	2.1167612	2.1401749	365.64187121391296
10	-335.2652	183.92302	-108.23383	-729.8199	568.32477	115.84537	706.4279	375.2223	484.8889	1000.0	39999	18.957335	11.6447	54.325077	-39.95376	18.955923	11.645561	56.487	-42.842484	-4.7896013	2.323523	17.608864	-17.461258	-20.124018	2.1161752	2.1273804	414.32435154914856
11	-298.82245	159.00601	-110.66073	-547.5707	398.41016	168.42287	744.3695	187.0978	447.7143	1000.0	43999	14.864307	11.7042055	50.985046	-44.224903	14.862981	11.70496	52.31977	-47.04631	-4.7121124	2.3188279	14.067483	-17.473255	-15.998404	2.1638741	2.1802788	463.41630482673645
12	-384.57474	158.60307	-158.01491	-597.3423	170.99643	292.9695	619.1886	-374.1814	673.0	1000.0	47999	12.399035	11.7209215	49.027138	-59.039177	12.39981	11.718803	50.351406	-53.612026	-4.709774	2.3461535	16.242008	-18.68724	-13.498051	2.1091547	2.110939	511.8517642021179
13	-240.8919	172.04642	-37.505604	-570.1242	82.281296	259.2909	469.65646	-413.11102	378.36365	1000.0	51999	11.012869	11.795503	45.68655	-63.64114	11.014329	11.794139	47.35039	-64.11133	-4.7176137	2.3624167	16.693712	-18.595846	-12.091876	2.090244	2.0923355	559.5511422157288
14	-382.86923	240.9253	-93.19888	-703.3227	345.4776	142.36429	570.3103	99.264404	552.0	1000.0	55999	9.544044	11.956793	43.44324	-64.99299	9.546512	11.952962	44.580734	-69.04158	-4.6916018	2.3685014	19.130852	-19.961212	-10.570246	2.2507935	2.272674	608.9356830120087
15	-240.37029	172.32693	-62.14146	-605.12524	404.68887	73.460075	517.47034	276.5363	395.08334	1000.0	59999	8.512048	12.616927	43.488	-63.793427	8.514518	12.613539	42.61698	-64.640884	-4.737879	2.370956	26.756182	-17.247705	-9.507674	2.2555113	2.27138	658.4379160404205
16	-409.49066	330.66516	-18.274794	-940.1946	388.46643	144.24213	667.43774	173.67438	488.25	1000.0	63999	7.062799	13.346758	42.42983	-64.51163	7.0651345	13.342754	40.635044	-69.54205	-4.7163405	2.3720345	21.58075	-19.228893	-8.01232	2.4096432	2.4440825	707.4370176792145
17	-616.5214	260.00443	-131.85857	-851.28467	285.88446	449.357	747.86597	-362.85867	818.0	1000.0	67999	5.7766438	14.067967	44.976364	-65.878494	5.7799726	14.063139	42.373898	-69.61222	-4.680869	2.3530533	23.603607	-17.953062	-6.6982074	2.6245358	2.6574957	755.4992384910583
18	-387.11716	325.46207	-59.187473	-897.9645	421.83392	172.3159	710.3269	23.174784	545.5	1000.0	71999	4.4572983	14.7733965	41.60137	-68.17493	4.4598465	14.772157	40.081726	-71.0818	-4.690482	2.3321345	26.017305	-17.887058	-5.347416	2.707629	2.7156124	802.789838552475
19	-370.96878	227.89348	-46.19322	-664.2772	340.95877	174.70425	630.15906	-25.616135	696.5	1000.0	75999	3.71838	15.726133	41.664494	-67.40965	3.7213144	15.725352	38.478195	-70.09156	-4.6964016	2.325833	20.001728	-18.360334	-4.605352	2.662264	2.67331	850.9925181865692
20	-336.77173	155.47533	-34.228176	-546.102	491.76007	141.99315	738.9569	191.4157	733.8333	1000.0	79999	3.9298978	16.37046	41.02326	-72.27558	3.932104	16.369953	39.633305	-64.49808	-4.6953354	2.353258	18.520977	-19.139225	-4.8157926	2.5300708	2.5400224	902.7813329696655
21	-319.0374	169.80319	-15.001541	-496.22723	341.1803	256.46274	737.5887	-11.948348	521.2857	901.9	83999	4.0716715	16.855219	39.783436	-66.41864	4.0729313	16.853624	38.309998	-70.20697	-4.757533	2.328095	20.893772	-18.557594	-4.953623	2.4575663	2.4701178	949.7417266368866
22	-491.21756	198.59464	-266.63635	-811.3476	646.8276	108.19991	766.6551	481.37985	911.5	1000.0	87999	4.021841	17.468151	40.658398	-60.67324	4.0235767	17.467695	38.958744	-66.88124	-4.7478595	2.336506	16.085936	-17.879442	-4.889825	2.4407556	2.4508266	997.1837611198425
23	-239.35672	239.68008	-9.085136	-648.2273	528.92487	102.461914	729.56506	356.4176	505.66666	1000.0	91999	4.479209	18.007486	40.22008	-65.63772	4.481321	18.006413	40.079872	-70.67222	-4.8017254	2.3003318	21.526102	-17.660902	-5.3336415	2.397002	2.3991988	1045.1766409873962
